"crno","corpNm","corpEnsnNm","enpPbanCmpyNm","enpRprFnm","corpRegMrktDcd","corpRegMrktDcdNm","corpDcd","corpDcdNm","bzno","enpOzpno","enpBsadr","enpDtadr","enpHmpgUrl","enpTlno","enpFxno","sicNm","enpEstbDt","enpStacMm","enpXchgLstgDt","enpXchgLstgAbolDt","enpKosdaqLstgDt","enpKosdaqLstgAbolDt","enpKrxLstgDt","enpKrxLstgAbolDt","smenpYn","enpMntrBnkNm","enpEmpeCnt","empeAvgCnwkTermCtt","enpPn1AvgSlryAmt","actnAudpnNm","audtRptOpnnCtt","enpMainBizNm","fssCorpUnqNo","fssCorpChgDtm","fstOpegDt","lastOpegDt"
"0000000000000","ARMOR QUALIFIED, LP","ARMOR QUALIFIED, LP","ARMORQUALIFIED,LP","KRISTINE GUARNERI","E","기타","","","","100180","서울특별시 중구 다동39번지","서울특별시 중구 다동39번지","","212-808-3721","","","20060120","12","","","","","","","","","0","","0","","","","00695437","2017/06/30","20260101","20260101"
"0000000000000","리만 브라더스","LEHMAN BROTHERS INC","리만브라더스","RICHARD S.FUND,JR.","E","기타","","","","","745 Seventh Avenue New York, NY 10019","745 Seventh Avenue New York, NY 10019","www.lehman.com","1-212-526-7000","1-212-526-7000","","19650121","12","","","","","","","","","0","","0","","","","00638043","2017/06/30","20260101","20260101"
"0000000000000","Citigroup Financial Products Inc.","Citigroup Financial Products Inc.","CitigroupFinancialProductsInc.","Robert Druskin","E","기타","","","","100180","서울특별시 중구 다동","서울특별시 중구 다동","n/a","212-816-5605","212-816-5606","","19840706","12","","","","","","","","","0","","0","","","","00646343","2017/06/30","20260101","20260101"
"0000000000000","FIREBIRD GLOBAL MASTER FUND, LTD","FIREBIRD GLOBAL MASTER FUND, LTD","FIREBIRDGLOBALMASTERFUND,LTD","JAMES PASSIN","E","기타","","","","110762","서울특별시 종로구 신문로2가 시티빌딩","서울특별시 종로구 신문로2가 시티빌딩","","0220041331","0220041987","","20030508","12","","","","","","","","","0","","0","","","","00507725","2017/06/30","20260101","20260101"
"0000000000000","HAGSTROMER & QVIBERG FONDKOMMISSION AKTIEBOLAG","HAGSTROMER & QVIBERG FONDKOMMISSION AKTIEBOLAG","HAGSTROMER&QVIBERGFONDKOMMISSIONAKTIEBOLAG","PATRIK INBLAD","E","기타","","","","110762","서울특별시 종로구 신문로2가 시티빌딩 4층 증권관리부","서울특별시 종로구 신문로2가 시티빌딩 4층 증권관리부","","02-2004-1223","02-2004-1987","","19900511","12","","","","","","","","","0","","0","","","","00517272","2017/06/30","20260101","20260101"
"0000000000000","HAGSTROMER AND QVIBERG FONDKOMMISSION AKTIEBOLAG-CUSTOMER SEGREGATED AC","HAGSTROMER AND QVIBERG FONDKOMMISSION AKTIEBOLAG-CUSTOMER SEGREGATED AC","HAGSTROMERANDQVIBERGFONDKOMMISSIONAKTIEBOLAG-CUSTOMERSEGREGATEDAC","MIKAEL KONIG","E","기타","","","","","10371 STOCKHOLM SWEDEN","10371 STOCKHOLM SWEDEN","www.hq.se","4686961700","4686961701","","19900511","12","","","","","","","","","0","","0","","","","00643160","2017/06/30","20260101","20260101"
"0000000000000","INTERNATIONAL TRADING. CO","INTERNATIONAL TRADING CORPORATION","INTERNATIONALTRADING.CO","MASAHIRO MIKI","E","기타","","","","","1-11-5 jinnan shibuya-ku tokyo japan","1-11-5 jinnan shibuya-ku tokyo japan","","81-3-3476-5650","","","19850606","03","","","","","","","","","0","","0","","","","00270265","2017/06/30","20260101","20260101"
"0000000000000","자프코 아시아 테크놀러지 펀드 3","JAFCO ASIA TECHNOLOGY FUND III","자프코아시아테크놀러지펀드3","CHEW CHENG KEAT","E","기타","","","","","WALKERS SPV LTD, WALKER HOUSE 87 MARY STREET GEORGE TOWN GRAND CAYMAN KY1-9002 CAYMAN ISLAND","WALKERS SPV LTD, WALKER HOUSE 87 MARY STREET GEORGE TOWN GRAND CAYMAN KY1-9002 CAYMAN ISLAND","","65-62289-376","65-62231-239","","20051013","12","","","","","","","","","0","","0","","","","00772259","2017/06/30","20260101","20260101"
"0000000000000","동호전자주식회사","DONG HO ELECTRONICS CO., LTD.","동호전자","이 영 희","E","기타","","","","330880","충청남도 천안시 수신면 장산리 324-1번지","","","0417)552-7461","0417)552-0681","","19921231","12","","","","","","","","","0","","0","","","","00208356","2017/06/30","20200509","20230703"
"0000000000000","주식회사 시앤드시상사","c&c co., ltd","시앤드시상사","이 현 구","E","기타","","","","463050","경기도 성남시 분당구 서현동 249-6","","www.casamia.co.kr","0342-701-7998","0342-702-3864","","19940721","12","","","","","","","","","0","","0","","","","00263283","2017/06/30","20200509","20230703"
"0000000000000","헝셩그룹유한회사","HENG SHENG HOLDING GROUP COMPANY LIMITED","헝셩그룹","후이만킷","A","코스닥","","","","","ROOM 6, 3F., Lladro Centre, 72-80 Hoi Yuen Road, Kwun Tong, Kowloon, Hong Kong","","www.hengsheng.co.kr/","86-595-85225128","8659585225118","","19951114","12","","","16/08/18","","","","","","0","","0","","","","01160512","2022/11/04","20221104","20221106"
"0000000000000","헝셩그룹유한회사","HENG SHENG HOLDING GROUP COMPANY LIMITED","헝셩그룹","후이만킷","A","코스닥","","","","","ROOM 6, 3F., Lladro Centre, 72-80 Hoi Yuen Road, Kwun Tong, Kowloon, Hong Kong","","www.hsfamilyent.com","86-595-85225128","8659585225118","","19951114","12","","","16/08/18","","","","","","0","","0","","","","01160512","2020/07/07","20200509","20221103"
"0004108280449","두류야외음악당지역주택조합","","","석자은","","","10","지역주택조합","4108280449","42645","대구광역시 달서구 달구벌대로 1666 (감삼스퀘어)",", 502호,503호","","0535577600","","건설업(41-42)","","","","","","","","","N","","4","","0","","","","","","20250401","20260914"
"0004108280449","두류야외음악당지역주택조합","","","석자은","","","10","지역주택조합","4108280449","42645","대구광역시 달서구 달구벌대로 1666 (감삼스퀘어)",", 502호,503호","","0535577600","","","","","","","","","","","N","","4","","0","","","","","","20211116","20250331"
"0004178401361","(주)라이프엣그","life","","마사추쿠히로시","","","","","4178401361","550010","전남 여수시 덕충동","100  (덕충안길)","","82-061-6282-3940","","","20120512","","","","","","","","","","0","","0","","","","","","20200517","20200517"
"0013000001504","솔라원오호 주식회사","solarone5","솔라원오호","정재훈","E","기타","","","6838803886","56413","전북특별자치도 고창군 흥덕면 부안로 148 (치룡리, 쏠라파크태양광발전소)","","","01*********","","","20251022","12","","","","","","","","","0","","0","","","","02001492","2026/04/03","20260403","20260422"
"0105020209750","(유)경응","KYUNG EUNG","","강용구","","","","","0105020209","42819","대구 달서구 송현동","1990-11","","82-053-656-1341","053-656-7146","","","","","","","","","","","","0","","0","","","","","","20200517","20200517"
"0200111024999","(주)에스디시스템","","","김범준","","","","","4108614442","506302","광주 광산구 월계동","전남과학대창업보육센터  4310호","","","","","20071025","","","","","","","","","","0","","0","","","","","","20200517","20200517"
"0201110150521","주식회사 애나그램","Anagram Co., Ltd.","애나그램","성용근","E","기타","","","3348103893","21998","인천광역시 연수구 컨벤시아대로 165 (송도동, 포스코타워-송도)","","","01*********","","","20251222","03","","","","","","","","","0","","0","","","","01991125","2026/03/26","20260326","20260914"
"0201110150521","주식회사 애나그램","Anagram Co., Ltd.","애나그램","성용근","E","기타","","","3348103893","21998","인천광역시 연수구 컨벤시아대로 165 (송도동, 포스코타워-송도)","","","01*********","","","20251222","03","","","","","","","","","0","","0","","","","01991125","2026/02/27","20260227","20260325"
"0615110193014","주식회사 유케이","uk","","서광원","","","","","5268100331","31224","충청남도 천안시 동남구 목천읍 응원1길 69-87","1층","","82-041-556-9204","","","","","","","","","","","","","0","","0","","","","","","20200517","20200517"
"0648110146155","주식회사 한성플래너스","HANSUNGPLANNERS","한성플래너스","오성헌","E","기타","","","1908702336","06651","서울특별시 서초구 서초중앙로 69 1509호(서초동, 르네상스빌딩)","","","02-3012-1756","","","20210517","12","","","","","","","","","0","","0","","","","01672646","2022/07/01","20220701","20220703"
"0850110384325","주식회사 이지차저","Easy Charger Co., Ltd.","이지차저","송봉준","E","기타","","","3788700961","08512","서울특별시 금천구 디지털로9길 68 206호(가산동, 대륭포스트타워5차)","","","01*********","","","20180601","12","","","","","","","","","0","","0","","","","01734715","2023/04/17","20230417","20230417"
"0929720929726","티제이에스진제이차 주식회사","TJSJin 2nd corporation","티제이에스진제이차","양현진","E","기타","","","8208603254","07335","서울특별시 영등포구 여의대로 108 (여의도동, 파크원) 13층","","","01*********","","","20250626","12","","","","","","","","","0","","0","","","","01971796","2025/12/22","20251222","20260914"
"0929720929726","티제이에스진제이차 주식회사","TJSJin 2nd corporation","티제이에스진제이차","양현진","E","기타","","","8208603254","07335","서울특별시 영등포구 여의대로 108 (여의도동, 파크원) 13층","서울특별시 영등포구 여의대로 108 (여의도동, 파크원) 13층","","01*********","","","20250626","12","","","","","","","","","0","","0","","","","01971796","2025/12/22","20260101","20260101"
"1001110851984","삼성금은 주식회사","samsunggold&silver co., ltd","삼성금은","이 규석","E","기타","","","2088116667","110390","서울특별시 종로구 봉익동 141-1 세화빌딩 211호","","www.samsunggold.com","02-764-2869","02-766-7908","","19920523","12","","","","","","","","","0","","0","","","","00482851","2017/06/30","20200509","20260914"
"1001110851984","삼성금은 주식회사","samsunggold&silver co., ltd","삼성금은","이 규석","E","기타","","","2088116667","110390","서울특별시 종로구 봉익동 141-1 세화빌딩 211호","서울특별시 종로구 봉익동 141-1 세화빌딩 211호","www.samsunggold.com","02-764-2869","02-766-7908","","19920523","12","","","","","","","","","0","","0","","","","00482851","2017/06/30","20260101","20260101"
"1001116020799","이지앤스토리 주식회사","EZNstory Co.,Ltd.","이지앤스토리","유승민,조현철","E","기타","","","1608700341","08378","서울특별시 구로구 디지털로34길 43 1107호 (구로동, 코오롱싸이언스밸리1차)","","www.eznstory.com","02-6952-3711","02-6952-3712","","20160406","12","","","","","","","","","0","","0","","","","01715677","2023/02/20","20230202","20240403"
"1001116253720","주식회사 파낙토스","Panaxtos Corp.","파낙토스","박병운","E","기타","","","3628600580","05542","서울특별시 송파구 올림픽로 342 (방이동, 아울타워) 15층","","www.panaxtos.com","02-2051-1380","02-2051-1305","","20161208","12","","","","","","","","","0","","0","","","","01800674","2023/12/05","20231205","20231212"
"1001140001882","인듐코퍼레이션 코리아(유)","Indium Corporation (Korea)Co.,Ltd","인듐코퍼레이션코리아","그레고리 피에번스","E","기타","","","3018196349","28576","충청북도 청주시 흥덕구 직지대로436번길 24 (송정동, 인듐코퍼레이션)","","www.indiumcom","07077805200","0432719828","","20080114","12","","","","","","","","","0","","0","","","","01923081","2025/05/07","20250429","20250920"
"1008100969000","동해양조공업(주)","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","","","","20210514","20260914"
"1010010101010","중원산업(주)","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","","","","20250319","20260914"
"1010010101010","중원산업(주)","","","","","","","","","","","","","*","","","","","","","","","","","","","0","","0","","","","","","20200509","20250318"
"1011110565642","한국스미더스-오아시스주식회사","Smithers-Oasis Korea Co., Ltd.","한국스미더스-오아시스","김익수","E","기타","","","3128107021","31025","충청남도 천안시 서북구 입장면 용정도하길 157 (용정리, 한국스미더스오아시스(주))","","www.oasiskorea.com","041-582-8000","041-582-8008","","19871118","03","","","","","","","","","0","","0","","","","00241333","2019/11/18","20200509","20260914"
"1011110565642","한국스미더스-오아시스주식회사","Smithers-Oasis Korea Co., Ltd.","한국스미더스-오아시스","김익수","E","기타","","","3128107021","31025","충청남도 천안시 서북구 입장면 용정도하길 157 (용정리, 한국스미더스오아시스(주))","충청남도 천안시 서북구 입장면 용정도하길 157 (용정리, 한국스미더스오아시스(주))","www.oasiskorea.com","041-582-8000","041-582-8008","","19871118","03","","","","","","","","","0","","0","","","","00241333","2019/11/18","20260101","20260101"
"1011110717895","(주)상상팩토리","Sangsang Factory Co., Ltd","상상팩토리","허환욱","E","기타","","","1378648770","22600","인천광역시 서구 설원로138번안길 28 (대곡동, MEAFOOD)","","","0314939277","0314949277","","20140801","12","","","","","","","","","0","","0","","","","01987645","2026/02/12","20260212","20260225"
"1011111507057","(주)대한이앤씨","DAEHAN ENGINEERING & CONSTRUCTION","대한이앤씨","박주경","E","기타","","","2198125701","13647","경기도 성남시 수정구 위례서일로 6 (창곡동) 우대빌딩 4층","","","0318714434","07082304441","","19980123","12","","","","","","","","","0","","0","","","","01788992","2023/09/27","20230927","20260914"
"1011111507057","(주)대한이앤씨","DAEHAN ENGINEERING & CONSTRUCTION","대한이앤씨","박주경","E","기타","","","2198125701","13647","경기도 성남시 수정구 위례서일로 6 (창곡동) 우대빌딩 4층","경기도 성남시 수정구 위례서일로 6 (창곡동) 우대빌딩 4층","","0318714434","07082304441","","19980123","12","","","","","","","","","0","","0","","","","01788992","2023/09/27","20260101","20260101"
"1011111542706","참신투자자문(주)","charmshin investment consulting","참신투자자문","서대권","E","기타","","","1208180194","135120","서울특별시 강남구 신사동 612-1 증권빌딩 6층","","www.charmshin.co.kr","0234437077","0234437076","","19980504","03","","","","","","","","","0","","0","","","","00587341","2017/06/30","20200509","20260914"
"1011111542706","참신투자자문(주)","charmshin investment consulting","참신투자자문","서대권","E","기타","","","1208180194","135120","서울특별시 강남구 신사동 612-1 증권빌딩 6층","서울특별시 강남구 신사동 612-1 증권빌딩 6층","www.charmshin.co.kr","0234437077","0234437076","","19980504","03","","","","","","","","","0","","0","","","","00587341","2017/06/30","20260101","20260101"
"1011111930662","(주)신한투자개발","SHINHAN Investment & Development","신한투자개발","김진천","E","기타","","","1208603149","04779","서울특별시 성동구 성수일로 45 (성수동1가)5층","","","02-556-1112","02-3442-0818","","20000408","12","","","","","","","","","0","","0","","","","00766072","2020/09/29","20200929","20201005"
"1011111930662","(주)신한투자개발","SHINHAN Investment & Development","신한투자개발","김진천","E","기타","","","1208603149","135010","서울특별시 강남구 논현동 63-18 은석빌딩4층","","","02-556-1112","02-3442-0818","","20000408","12","","","","","","","","","0","","0","","","","00766072","2017/06/30","20200509","20200928"
"1011112643602","(주)코렌츠","Kornets Inc.","코렌츠","김 희곤","E","기타","","","1058646455","121020","서울특별시 마포구 공덕동 110-61","","www.korents.co.kr","02-702-0807","02-702-0415","","20021101","12","","","","","","","","","0","","0","","","","00428923","2017/06/30","20200509","20260914"
"1011112643602","(주)코렌츠","Kornets Inc.","코렌츠","김 희곤","E","기타","","","1058646455","121020","서울특별시 마포구 공덕동 110-61","서울특별시 마포구 공덕동 110-61","www.korents.co.kr","02-702-0807","02-702-0415","","20021101","12","","","","","","","","","0","","0","","","","00428923","2017/06/30","20260101","20260101"
"1011113338228","주식회사 엠디에스","MDS CO.,LTD.","엠디에스","이동재","E","기타","","","1018619015","12189","경기도 남양주시 화도읍 경춘로지현1길 17 (월산리)","","","031-575-4023","031-575-4024","","20051108","12","","","","","","","","","0","","0","","","","01737156","2023/04/19","20230419","20230503"
"1011113662552","(주)미래엔에듀케어","miraeneducare","미래엔에듀케어","권혁춘","E","기타","","","2208746770","05045","서울특별시 광진구 아차산로 431 (구의동, 강변에스케이뷰)102동 105호","","www.miraeneducare.com/","0269335361","025225365","","20070418","12","","","","","","","","","0","","0","","","","01452918","2020/04/29","20200509","20260914"
"1011113662552","(주)미래엔에듀케어","miraeneducare","미래엔에듀케어","권혁춘","E","기타","","","2208746770","05045","서울특별시 광진구 아차산로 431 (구의동, 강변에스케이뷰)102동 105호","서울특별시 광진구 아차산로 431 (구의동, 강변에스케이뷰)102동 105호","www.miraeneducare.com/","0269335361","025225365","","20070418","12","","","","","","","","","0","","0","","","","01452918","2020/04/29","20260101","20260101"
"1011116564002","주식회사 창동역사디오트","ChangDong Station TheOT","창동역사디오트","김의성,이순재","E","기타","","","1558700960","04568","서울특별시 중구 다산로 293 (신당동, 디오트) 1층","","","01*********","","","20171109","03","","","","","","","","","0","","0","","","","01589586","2021/10/01","20211001","20211006"
"1011116979037","주식회사 보나","Bona D&C","보나","박병주","E","기타","","","6358101196","06242","서울특별시 강남구 강남대로 354 11층 1128-1호(역삼동, 혜천빌딩)","","","01*********","","","20190109","12","","","","","","","","","0","","0","","","","01684474","2022/09/05","20220905","20220913"
"1011117758315","미니쉬테크놀로지 주식회사","MINISH TECHNOLOGY Inc.","미니쉬테크놀로지","강정호","E","기타","","","3968602131","06050","서울특별시 강남구 언주로 729 (논현동, 마스터스729빌딩) 12층","","","01*********","","","20210121","12","","","","","","","","","0","","0","","","","01876394","2024/10/31","20241031","20250428"
"1011118141478","신한라이프케어 주식회사","Shinhan LifeCare Co., Ltd.","신한라이프케어","우석문","E","기타","","","1248759356","04542","서울특별시 중구 삼일대로 358 2층 (을지로2가, 신한LTower)","","","0262631223","","","20211223","12","","","","","","","","","0","","0","","","","01812642","2024/02/22","20240220","20250920"
"1011140284288","넥스트1호 유한회사","Next1, INC.","넥스트1호","박찬우","E","기타","","","6058801947","06236","서울특별시 강남구 테헤란로 152 (역삼동, 강남파이낸스센터)","","","02-2112-1832","02-2112-1899","","20211008","12","","","","","","","","","0","","0","","","","01598779","2021/11/22","20211122","20260914"
"1011140284288","넥스트1호 유한회사","Next1, INC.","넥스트1호","박찬우","E","기타","","","6058801947","06236","서울특별시 강남구 테헤란로 152 (역삼동, 강남파이낸스센터)","서울특별시 강남구 테헤란로 152 (역삼동, 강남파이낸스센터)","","02-2112-1832","02-2112-1899","","20211008","12","","","","","","","","","0","","0","","","","01598779","2021/11/22","20260101","20260101"
"1011440001879","새마을금고중앙회","kfcc","새마을금고중앙회","김인","E","기타","","","1098204731","06172","서울특별시 강남구 봉은사로114길 20 새마을금고중앙회","","www.kfcc.co.kr","02)3459-9114","3459-9274","","19730517","12","","","","","","","","","0","","0","","","","00391090","2024/11/04","20241104","20260914"
"1011440001879","새마을금고중앙회","kfcc","새마을금고중앙회","김인","E","기타","","","1098204731","06172","서울특별시 강남구 봉은사로114길 20 새마을금고중앙회","서울특별시 강남구 봉은사로114길 20 새마을금고중앙회","www.kfcc.co.kr","02)3459-9114","3459-9274","","19730517","12","","","","","","","","","0","","0","","","","00391090","2024/11/04","20260101","20260101"
"1011440001879","새마을금고중앙회","KOREAN FEDERATION OF COMMUNITY CREDIT COOPERATIVES","","임진우(김인)","","","","","1098204731","06172","서울 강남구 봉은사로114길 20","(삼성동)","","0234599114","","","19730517","","","","","","","","","","0","","0","","","","","","20251008","20251014"
"1011440001879","새마을금고중앙회","kfcc","새마을금고중앙회","김승경","E","기타","","","1098204731","06172","서울특별시 강남구 봉은사로114길 20 새마을금고중앙회","","www.kfcc.co.kr","02)3459-9114","3459-9274","","19730517","12","","","","","","","","","0","","0","","","","00391090","2021/09/02","20210902","20241103"
"1011440001879","새마을금고중앙회","kfcc","새마을금고중앙회","김승경","E","기타","","","1098204731","135090","서울특별시 강남구 삼성동 164번지","","www.kfcc.co.kr","02)3459-9114","3459-9274","","19730517","12","","","","","","","","","0","","0","","","","00391090","2017/06/30","20200509","20210901"
"1018151043000","（주）프로피","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","","","","20210514","20260914"
"1061110339019","(주)대광","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","","","","20200509","20260914"
"1076501006427","유한책임회사 사할린-인더스트리-디벨롭먼트","Sakhalin Industry Development Co.,Ltd","사할린-인더스트리-디벨롭먼트","김 스베틀라나","E","기타","","","","","사할린 주 유즈노-사할린스크 시 마르또브스키 1A","","","4242-773837","","","20070712","12","","","","","","","","","0","","0","","","","00844893","2017/06/30","20231228","20260914"
"1076501006427","유한책임회사 사할린-인더스트리-디벨롭먼트","Sakhalin Industry Development Co.,Ltd","사할린-인더스트리-디벨롭먼트","김 스베틀라나","E","기타","","","","","사할린 주 유즈노-사할린스크 시 마르또브스키 1A","사할린 주 유즈노-사할린스크 시 마르또브스키 1A","","4242-773837","","","20070712","12","","","","","","","","","0","","0","","","","00844893","2017/06/30","20260101","20260101"
"1076501006427","유한책임회사 사할린-인더스트리-디벨롭먼트","Sakhalin Industry Development Co.,Ltd","유한책임회사사할린-인더스트리-디벨롭먼트","김 스베틀라나","E","기타","","","","","사할린 주 유즈노-사할린스크 시 마르또브스키 1A","","","4242-773837","","","20070712","12","","","","","","","","","0","","0","","","","00844893","2017/06/30","20200509","20231227"
"1081110606632","주식회사세기시스템","SEGISYSTEM co,lte.,","세기시스템","김성호,구형주","E","기타","","","6218172936","48002","부산광역시 해운대구 반송로525번길 47 (석대동)","","www.segiair.co.kr/","1588-7359","051-525-7274","","20071001","12","","","","","","","","","0","","0","","","","01951516","2025/09/08","20250902","20260914"
"1081110606632","주식회사세기시스템","SEGISYSTEM co,lte.,","세기시스템","김성호,구형주","E","기타","","","6218172936","48002","부산광역시 해운대구 반송로525번길 47 (석대동)","부산광역시 해운대구 반송로525번길 47 (석대동)","www.segiair.co.kr/","1588-7359","051-525-7274","","20071001","12","","","","","","","","","0","","0","","","","01951516","2025/09/08","20260101","20260101"
"1088103237000","미창식품공업(주)","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","","","","20210514","20260914"
"1100003495888","주식회사아이린패션","","","민병선","","","","","2048198158","130811","서울 동대문구 신설동","98-30  동은빌딩208","","82-02-929-9264","","","","","","","","","","","","","0","","0","","","","","","20200517","20200517"
"1100004181684","(주)유니베르덴","UNIWERDEN CO.,LTD","","윤성철","","","","","1138632651","08377","서울 구로구 구로3동 우림이비지센터2차","1408호","","82-02-890-7400","02-890-7410","","","","","","","","","","","","0","","0","","","","","","20200517","20200517"
"1100008486650","경기청출람미래학교주식회사","gyoungkicheongchulram","경기청출람미래학교","임호순","E","기타","","","6688602735","16220","경기도 수원시 장안구 연무로 53 2층, (연무동, 한동빌딩)","","","03180128582","","","20230117","12","","","","","","","","","0","","0","","","","01832187","2024/04/23","20240423","20240516"
"1100111735649","(주)나인벨웍스","NINE BELL WORKS","","유동수","","","","","4598601675","06595","서울특별시 서초구 법원로3길 19","2003호","","","","","","","","","","","","","","","3","","0","","","","","","20200517","20200517"
"1100113076571","한국에스웨이","S-waykorea","한국에스웨이","조구현","E","기타","","","1068630752","05542","서울특별시 송파구 오금로11길 7 (방이동, 제이타워빌딩)7층","","www.s-waykorea.com","027984211","024134213","","20040901","12","","","","","","","","","0","","0","","","","01464001","2021/02/26","20200509","20210408"
