crno,corpNm,corpEnsnNm,enpPbanCmpyNm,enpRprFnm,corpRegMrktDcd,corpRegMrktDcdNm,corpDcd,corpDcdNm,bzno,enpOzpno,enpBsadr,enpDtadr,enpHmpgUrl,enpTlno,enpFxno,sicNm,enpEstbDt,enpStacMm,enpXchgLstgDt,enpXchgLstgAbolDt,enpKosdaqLstgDt,enpKosdaqLstgAbolDt,enpKrxLstgDt,enpKrxLstgAbolDt,smenpYn,enpMntrBnkNm,enpEmpeCnt,empeAvgCnwkTermCtt,enpPn1AvgSlryAmt,actnAudpnNm,audtRptOpnnCtt,enpMainBizNm,fssCorpUnqNo,fssCorpChgDtm,fstOpegDt,lastOpegDt
1101110705646,주식회사태원,"taewon co.,ltd.",태원,최윤진,E,기타,,,1338124790,150103,서울특별시 영등포구 양평동3가 15-1 월드메르디앙비즈센터 1103호,서울특별시 영등포구 양평동3가 15-1 월드메르디앙비즈센터 1103호,,02-785-2417,02-785-2419,,19900701,12,,,,,,,,,0,,0,,,,00613080,2023/02/23,20260101,20260101
1101110705646,(주)태원,"TAEWON CO., LTD.",,최윤진,,,,,1338124790,15095,경기 시흥시 정왕동,1352-2  시화공업단지1마212,,82-031-701-7542,031-701-7540,그 외 기타 분류 안된 화학제품 제조업,19900619,,,,,,,,,,26,,0,,,,,,20251008,20251014
1101110705654,(주) 온누리에이치엔씨,Onnuri Chain .Co.LTD,온누리에이치엔씨,박종화,E,기타,,,2208115159,06166,"서울특별시 강남구 삼성로 538 (삼성동, 청강빌딩)",,www.onnuri.co.kr,(02)569-5662,(02)569-5663,,19900619,12,,,,,,,,,0,,0,,,,00361150,2022/02/22,20200509,20260914
1101110705654,(주) 온누리에이치엔씨,Onnuri Chain .Co.LTD,온누리에이치엔씨,박종화,E,기타,,,2208115159,06166,"서울특별시 강남구 삼성로 538 (삼성동, 청강빌딩)","서울특별시 강남구 삼성로 538 (삼성동, 청강빌딩)",www.onnuri.co.kr,(02)569-5662,(02)569-5663,,19900619,12,,,,,,,,,0,,0,,,,00361150,2022/02/22,20260101,20260101
1101110705654,(주)온누리에이치엔씨,"ONNURI CHAIN CO.,LTD.",,박종화,,,,,2208115159,06166,서울 강남구 삼성로 538,,,025695662,,의약품 도매업,19900619,12,,,,,,,,,0,,0,,,의약품,,,20251008,20251014
1101110705696,주식회사 국제중부지사,"kukje co.,ltd",,김길수,,,,,1078555900,04781,서울특별시 성동구 성수일로4길 25,"511호(성수동2가,서울숲코오롱디지털파워)",,82-02-3472-3961,,,,,,,,,,,,,1,,0,,,,,,20200517,20200517
1101110705712,케이씨산업개발주식회사,KC development,케이씨산업개발,김정임,E,기타,,,1418100620,413010,경기도 파주시 금촌동 44-4,,,031-965-8370,031-965-8371,,19900620,12,,,,,,,,,0,,0,,,,00524333,2017/06/30,20200509,20260914
1101110705712,케이씨산업개발주식회사,KC development,케이씨산업개발,김정임,E,기타,,,1418100620,413010,경기도 파주시 금촌동 44-4,경기도 파주시 금촌동 44-4,,031-965-8370,031-965-8371,,19900620,12,,,,,,,,,0,,0,,,,00524333,2017/06/30,20260101,20260101
1101110705735,한얼앙고라모직(주),,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20250319,20260914
1101110705735,한얼앙고라모직(주),,,,,,,,,,,,,027772183,,,,,,,,,,,,,0,,0,,,,,,20200509,20250318
1101110705967,(주)종일기공사,jl,,안장혁,,,,,1198104371,08639,서울 금천구 시흥3동,984  시흥유통상가  21동137,,82-02-806-2000,02-807-9001,,19900620,,,,,,,,,,6,,0,,,,,,20200517,20200517
1101110706006,(주)세정건설,seo jung,,강재원,,,,,2198103288,420100,경기 부천시원미구 역곡동,809번지  64  함지빌딩3층,,82-032-346-1571,032-346-1572,,19900702,,,,,,,,,,0,,0,,,,,,20200517,20200517
1101110706014,(주)동영건재,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20200509,20260914
1101110706072,(주)대흥인텍스,daeheung intecs,대흥인텍스,김기철,E,기타,,,1108123008,120040,서울특별시 서대문구 천연동108-7,,dhintecs.com,02-365-4741,02-365-4746,,19950601,12,,,,,,,,,0,,0,,,,00579430,2023/02/13,20200509,20260914
1101110706072,(주)대흥인텍스,daeheung intecs,대흥인텍스,김기철,E,기타,,,1108123008,120040,서울특별시 서대문구 천연동108-7,서울특별시 서대문구 천연동108-7,dhintecs.com,02-365-4741,02-365-4746,,19950601,12,,,,,,,,,0,,0,,,,00579430,2023/02/13,20260101,20260101
1101110706105,(주)동산유통,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20250319,20260914
1101110706105,(주)동산유통,,,,,,,,,,,,,024457033,,,,,,,,,,,,,0,,0,,,,,,20200509,20250318
1101110706113,(주)휠코,FILCO,휠코,이규만,E,기타,,,2158119852,138844,서울특별시 송파구 석촌동 163-2번지 (2층),,,424-5987,465-7437,,19901201,12,,,,,,,,,0,,0,,,,00512055,2017/06/30,20200509,20260914
1101110706113,(주)휠코,FILCO,휠코,이규만,E,기타,,,2158119852,138844,서울특별시 송파구 석촌동 163-2번지 (2층),서울특별시 송파구 석촌동 163-2번지 (2층),,424-5987,465-7437,,19901201,12,,,,,,,,,0,,0,,,,00512055,2017/06/30,20260101,20260101
1101110706139,계전산업 주식회사,kyejyun Industry Co.Ltd,계전산업,신정자,E,기타,,,2098110142,136130,서울특별시 성북구 하월곡동 88-413,,,02)941-5604,02)913-8536,,19910615,12,,,,,,,,,0,,0,,,,00239028,2017/06/30,20200509,20260914
1101110706139,계전산업 주식회사,kyejyun Industry Co.Ltd,계전산업,신정자,E,기타,,,2098110142,136130,서울특별시 성북구 하월곡동 88-413,서울특별시 성북구 하월곡동 88-413,,02)941-5604,02)913-8536,,19910615,12,,,,,,,,,0,,0,,,,00239028,2017/06/30,20260101,20260101
1101110706163,남양약품 주식회사,NamYang Pharm Ltd.,남양약품,"신홍규,이제운",E,기타,,,1118114481,07201,서울특별시 영등포구 양평로30길 22 (양평동6가),,,02-2635-9955,02-2635-8311,,19840604,12,,,,,,,,,0,,0,,,,00201803,2024/12/23,20241223,20260914
1101110706163,남양약품 주식회사,NamYang Pharm Ltd.,남양약품,"신홍규,이제운",E,기타,,,1118114481,07201,서울특별시 영등포구 양평로30길 22 (양평동6가),서울특별시 영등포구 양평로30길 22 (양평동6가),,02-2635-9955,02-2635-8311,,19840604,12,,,,,,,,,0,,0,,,,00201803,2024/12/23,20260101,20260101
1101110706163,남양약품(주),SHIN NAM SOO,,이제운,,,,,1118114481,07201,서울특별시  영등포구  양평로30길  22,(양평동6가),,82-02-2635-9955,02-2635-8311,의약품 도매업,19840602,,,,,,,,,,40,,0,,,,,,20251008,20251014
1101110706163,남양약품 주식회사,NamYang Pharm Ltd.,남양약품,"박상태,이제운",E,기타,,,1118114481,07201,서울특별시 영등포구 양평로30길 22 (양평동6가),,,02-2635-9955,02-2635-8311,,19840602,12,,,,,,,,,0,,0,,,,00201803,2024/04/25,20240425,20241222
1101110706163,남양약품 주식회사,NamYang Pharm Ltd.,남양약품,박상태,E,기타,,,1118114481,07201,서울특별시 영등포구 양평로30길 22 (양평동6가),,,02-2635-9955,02-2635-8311,,19840602,12,,,,,,,,,0,,0,,,,00201803,2022/11/01,20210106,20240424
1101110706163,남양약품 주식회사,NamYang Pharm Ltd.,남양약품,신남수,E,기타,,,1118114481,07201,서울특별시 영등포구 양평로30길 22 (양평동6가),,,02-2635-9955,02-2635-8311,,19840602,12,,,,,,,,,0,,0,,,,00201803,2020/02/20,20200509,20210105
1101110706189,(주)지송,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20200509,20260914
1101110706212,이화화성,,,윤창빈,,,31,주식회사,2208112870,06132,서울 강남구 테헤란로25길 20,"18층 7호(역삼동, 역삼현대벤쳐텔)",,025678634,02 567 8635,,19900621,,,,,,,,Y,,4,,0,,,,,,20220429,20220630
1101110706212,이화화성,,,윤창빈,,,31,주식회사,2208112870,06132,서울 강남구 테헤란로25길 20,"18층 7호(역삼동, 역삼현대벤쳐텔)",,02  567 8634,02  567 8635,,19900621,,,,,,,,Y,,4,,0,,,,,,20200517,20220331
1101110706212,(주)이화화성,leehwa,,윤창빈,,,,,2208112870,06132,서울특별시 강남구 테헤란로25길 20,"18층 7호 (역삼동,역삼현대벤쳐텔)",,82-02-567-8634,02-567-8635,,,,,,,,,,,,0,,0,,,,,,20200517,20200517
1101110706246,(주)시그마엔지니어링,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20200509,20260914
1101110706270,(주)비티엘글로벌로지스틱스,"b.t.l global logistics co.,ltd",,김홍건,,,,,1048127770,07803,서울특별시 강서구 강서로 391,문영비즈웍스 904호,,82-02-723-0731,,,,,,,,,,,,,0,,0,,,,,,20200517,20200517
1101110706410,명진산업(주),MYUNG JIN IND CO LTD,,김민정,,,,,1368108483,10055,경기 김포시 양촌면,석모리  473-1,,82-031-985-9961,031-985-9965,,19820201,,,,,,,,,,16,,0,,,,,,20200517,20200517
1101110706452,리보종합건설,,,고정갑,,,31,주식회사,2208104346,21021,인천광역시 계양구 장제로 1013,3층 (박촌동),,032 555 5832,032 555 5833,,19900622,,,,,,,,Y,,17,,0,,,,,,20260831,20260914
1101110706452,리보종합건설,,,고정갑,,,31,주식회사,2208104346,21021,인천광역시 계양구 장제로 1015,", 2층(박촌동)",,032 555 5832,032 555 5833,,19900622,,,,,,,,Y,,17,,0,,,,,,20240930,20260830
1101110706501,(주)경향신문사,THE KYUNGHYANG DAILY NEWS,경향신문사,박종성,E,기타,,,1108123070,04518,"서울특별시 중구 정동길 3 (정동, 경향신문사건물)",,www.khan.co.kr,02-3701-1731,02-3701-1745,,19461006,12,,,,,,,,,452,"16년 9
개월",71000000,,,,00102399,2026/03/30,20260331,20260914
1101110706501,(주)경향신문사,THE KYUNGHYANG DAILY NEWS,경향신문사,김석종,E,기타,,,1108123070,04518,"서울특별시 중구 정동길 3 (정동, 경향신문사건물)",,www.khan.co.kr,02-3701-1732,02-3701-1745,,19461006,12,,,,,,,,,466,"16년 6
개월",65000000,,,,00102399,2023/02/17,20250331,20260330
1101110706501,(주)경향신문사,THE KYUNGHYANG DAILY NEWS,경향신문사,김석종,E,기타,,,1108123070,04518,"서울특별시 중구 정동길 3 (정동, 경향신문사건물)","서울특별시 중구 정동길 3 (정동, 경향신문사건물)",www.khan.co.kr,02-3701-1732,02-3701-1745,,19461006,12,,,,,,,,,466,"16년 6
개월",65000000,,,,00102399,2023/02/17,20260101,20260101
1101110706501,(주)경향신문사,THE KYUNG HYANG SHIN,,김석종,,,,,1108123070,100702,서울 중구 정동,경향신문사빌딩  22  (주)경향신문사,,82-02-3701-1558,02-3701-1549,신문 발행업,19900622,,,,,,,,,,711,,0,,,,,,20251008,20251014
1101110706501,(주)경향신문사,THE KYUNGHYANG DAILY NEWS,경향신문사,김석종,E,기타,,,1108123070,04518,"서울특별시 중구 정동길 3 (정동, 경향신문사건물)",,www.khan.co.kr,02-3701-1732,02-3701-1745,,19461006,12,,,,,,,,,492,16년 9개월,60000000,,,,00102399,2023/02/17,20240401,20250330
1101110706501,(주)경향신문사,THE KYUNGHYANG DAILY NEWS,경향신문사,김석종,E,기타,,,1108123070,04518,"서울특별시 중구 정동길 3 (정동, 경향신문사건물)",,www.khan.co.kr,02-3701-1732,02-3701-1745,,19461006,12,,,,,,,,,492,16년 11개월,63000000,,,,00102399,2023/02/17,20230331,20240329
1101110706501,(주)경향신문사,THE KYUNGHYANG DAILY NEWS,경향신문사,김석종,E,기타,,,1108123070,04518,"서울특별시 중구 정동길 3 (정동, 경향신문사건물)",,www.khan.co.kr,02-3701-1732,02-3701-1745,,19461006,12,,,,,,,,,490,17년 2개월,59000000,,,,00102399,2023/02/17,20220331,20230330
1101110706501,(주)경향신문사,THE KYUNGHYANG DAILY NEWS,경향신문사,김석종,E,기타,,,1108123070,04518,"서울특별시 중구 정동길 3 (정동, 경향신문사건물)",,www.khan.co.kr,02-3701-1732,02-3701-1745,,19461006,12,,,,,,,,,504,17년 3개월,58000000,,,,00102399,2022/02/23,20210512,20220330
1101110706501,(주)경향신문사,THE KYUNGHYANG DAILY NEWS,경향신문사,이동현,E,기타,,,1108123070,04518,"서울특별시 중구 정동길 3 (정동, 경향신문사건물)",,www.khan.co.kr,02-3701-1732,02-3701-1745,,19461006,12,,,,,,,,,504,17년 3개월,58000000,,,,00102399,2021/02/22,20210331,20210511
1101110706501,(주)경향신문사,THE KYUNGHYANG DAILY NEWS,경향신문사,이동현,E,기타,,,1108123070,04518,"서울특별시 중구 정동길 3 (정동, 경향신문사건물)",,www.khan.co.kr,02-3701-1732,02-3701-1745,,19461006,12,,,,,,,,,520,17년 1개월,61000000,,,,00102399,2021/02/22,20200509,20210330
1101110706527,(주)신진유체,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20200509,20260914
1101110706543,(주)동신특수강,DONG-SIN CO.KR,,신동욱,,,,,1198104221,08601,서울특별시 금천구 범안로12길 8,(독산동) (주)동신특수강,,82-02-808-5168,02-896-1805,,19900701,,,,,,,,,,6,,0,,,,,,20200517,20200517
1101110706600,(주)화인인터내쇼날에이아이,,,서량,,,,,2208129390,06143,서울 강남구 역삼동,680-1,,82-02-3452-6941,,,19900622,,,,,,,,,,15,,0,,,,,,20200517,20200517
1101110706642,성원전산(주),,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20200509,20260914
1101110706650,(주)동성이화,DONG SUNG CHEMICAL C,,김승기,,,,,1078128967,07261,서울 영등포구 당산동3가,427-3번지  1층,,82-02-2632-0736,02-677-6652,,,,,,,,,,,,0,,0,,,,,,20200517,20200517
1101110706684,(주)신우엠엔디,,,,,,,,,,"서울특별시 마포구 동교로131 , 2층(서교동)",", 2층(서교동)",,023263470,,,,,,,,,,,,,0,,0,,,,,,20260121,20260914
1101110706684,(주)신우엠엔디,,,,,,,,,,서울특별시 마포구 월드컵로10길 37 서진빌딩 375층 서교동,서진빌딩 375층 서교동,,,,,,,,,,,,,,,0,,0,,,,,,20250319,20260120
1101110706684,(주)신우엠엔디,,,,,,,,,,서울특별시 마포구,월드컵로10길 37 (서진빌딩 375층 서교동),,023263470,,,,,,,,,,,,,0,,0,,,,,,20201008,20250318
1101110706733,에취.디전자(주),ACHID,,이태호,,,,,1198105934,17843,경기 평택시 세교동,537-12,,82-031-658-4224,031-658-3229,,19900601,,,,,,,,,,0,,0,,,,,,20200517,20200517
1101110706775,(주)대원비철금속,"DAE WON C CO,LTD",,김송환,,,,,1078128986,07252,서울 영등포구 영등포동2가,301  진선빌딩,,82-02-2634-0373,02-2634-9426,,19900623,,,,,,,,,,1,,0,,,,,,20200517,20200517
1101110706783,삼방중기,,,정학수,,,31,주식회사,1078129063,07248,서울 영등포구 버드나루로,"50, 102호 (영등포동2가, 리버타워오피스텔)",,02  26774425,02  26336658,,19900623,,,,,,,,Y,,5,,0,,,,,,20250530,20260914
1101110706808,태성강재,,,오창훈,,,31,주식회사,1188102351,18524,경기 화성시 팔탄면 서해로 1263-3,,www.steeldata.co.kr,031 354 2345,031 352 4733,,19900625,,,,,,,,Y,,16,,0,,,,,,20201130,20260914
1101110706808,태성강재,,,오창훈,,,31,주식회사,1188102351,18524,경기 화성시 팔탄면 서해로 1263-3,율암리 98-17,www.steeldata.co.kr,031 354 2345,031 352 4733,,19900625,,,,,,,,Y,,16,,0,,,,,,20200517,20200929
1101110706808,태성강재(주),OH YONG GI,,오창훈,,,,,1188102351,18524,경기 화성시 팔탄면 율암리,98-17,,82-031-354-2345,031-352-4733,,19900625,,,,,,,,,,5,,0,,,,,,20200517,20200517
1101110706816,신제종합건설(주),,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20200509,20260914
1101110706874,세현인터내셔날,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20250319,20260914
1101110706874,세현인터내셔날,,,,,,,,,,,,,027808307,,,,,,,,,,,,,0,,0,,,,,,20200509,20250318
1101110706890,이씨에이코리아,,,유재규,,,31,주식회사,2098109723,24044,강원특별자치도 철원군 갈말읍 명성로149번길 1,지포리 105-3,,033 452 6476,033 452 6477,,19900625,,,,,,,,Y,,18,,0,,,,,,20250530,20260914
1101110706890,이씨에이코리아,,,유재규,,,31,주식회사,2098109723,24044,강원 철원군 갈말읍 명성로149번길 1,지포리 105-3,,033 452 6476,033 452 6477,,19900625,,,,,,,,Y,,18,,0,,,,,,20200517,20250529
1101110706890,이씨에이코리아(주),ECA KOREA,,유재규,,,,,2098109723,24044,강원 철원군 갈말읍,지포리  105-3,,82-031-429-6473,033-452-6477,,19900710,,,,,,,,,,0,,0,,,,,,20200517,20200517
1101110706907,(주)영일유통,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20250319,20260914
1101110706907,(주)영일유통,,,,,,,,,,,,,027837711,,,,,,,,,,,,,0,,0,,,,,,20200509,20250318
1101110706915,(주)범천정밀,"BUMCHUN PRECISION CO., LTD.",범천정밀,이기연,E,기타,,,2068116910,18423,경기도 화성시 동탄하나1길 28-18 (능동),,www.bumchun.co.kr,031-371-4700,031-8015-0051,,19990901,12,,,,,,,,,0,,0,,,,00481588,2022/12/01,20200509,20260914
1101110706915,(주)범천정밀,"BUMCHUN PRECISION CO., LTD.",범천정밀,이기연,E,기타,,,2068116910,18423,경기도 화성시 동탄하나1길 28-18 (능동),경기도 화성시 동탄하나1길 28-18 (능동),www.bumchun.co.kr,031-371-4700,031-8015-0051,,19990901,12,,,,,,,,,0,,0,,,,00481588,2022/12/01,20260101,20260101
1101110707012,(주)대건요업,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20200509,20260914
1101110707020,주식회사 가림컴퍼니,"KALIM COMPANY Co., Ltd",가림컴퍼니,"이호찬, 이주환",E,기타,,,1148138027,06247,"서울특별시 강남구 역삼로 169 (역삼동, 명우빌딩) 7층 주식회사 가림컴퍼니",,,0220516333,0220516331,,19900630,12,,,,,,,,,0,,0,,,,00258838,2019/02/27,20200509,20260914
1101110707020,주식회사 가림컴퍼니,"KALIM COMPANY Co., Ltd",가림컴퍼니,"이호찬, 이주환",E,기타,,,1148138027,06247,"서울특별시 강남구 역삼로 169 (역삼동, 명우빌딩) 7층 주식회사 가림컴퍼니","서울특별시 강남구 역삼로 169 (역삼동, 명우빌딩) 7층 주식회사 가림컴퍼니",,0220516333,0220516331,,19900630,12,,,,,,,,,0,,0,,,,00258838,2019/02/27,20260101,20260101
1101110707038,(주)기상시스템,"KISANG SYSTEM CO.,LTD",기상시스템,박상돈,E,기타,,,1138119560,152050,서울특별시 구로구 구로동 에이스트윈타워 2차 601호,,,02-2109-8700,02-2109-8702,,19900707,12,,,,,,,,,0,,0,,,,00689861,2017/06/30,20200509,20260914
1101110707038,(주)기상시스템,"KISANG SYSTEM CO.,LTD",기상시스템,박상돈,E,기타,,,1138119560,152050,서울특별시 구로구 구로동 에이스트윈타워 2차 601호,서울특별시 구로구 구로동 에이스트윈타워 2차 601호,,02-2109-8700,02-2109-8702,,19900707,12,,,,,,,,,0,,0,,,,00689861,2017/06/30,20260101,20260101
1101110707038,(주)기상시스템,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20251008,20251014
1101110707046,경인석판판매,,,유창우,,,31,주식회사,1138119712,06628,서울 서초구 강남대로 309,15층 1515호(서초동),,02  34868460,02  34868462,,19900625,,,,,,,,Y,,1,,0,,,,,,20210831,20260914
1101110707046,경인석판판매(주),KYUNG HYUN YOU,,유창우,,,,,1138119712,06734,서울 서초구 서초2동,1365-22번지  원효빌딩  303호,,82-02-3486-8460,02-3486-8462,,19900625,,,,,,,,,,10,,0,,,,,,20200517,20200517
1101110707046,경인석판판매,,,유창우,,,31,주식회사,1138119712,06628,서울 서초구 강남대로 309,제 15층 제 15호(서초동),,02  34868460,02  34868462,,19900720,,,,,,,,Y,,5,,0,,,,,,20200517,20200517
1101110707054,탄토하우스,,,이갑성,,,31,주식회사,1208137343,12178,경기 남양주시 화도읍 가구단지중앙길,72,,031 592 6493,031 591 9486,,19900625,,,,,,,,Y,,33,,0,,,,,,20200517,20230629
1101110707054,(주)탄토하우스,JOO TANTO HOUSE,,이갑성,,,,,1208137343,12178,경기도 남양주시 화도읍 가구단지중앙길 72,탄토하우스,,82-031-592-6493,031-591-9486,,19900712,,,,,,,,,,0,,0,,,,,,20200517,20200517
1101110707129,(주)나노텍코리아,Nanotechkorea.co.ltd,나노텍코리아,전안수,E,기타,,,1128124643,135100,서울특별시 강남구 청담동 132-12,,nanotechkorea.co.kr,02-518-5100,02-518-6391,,19900625,12,,,,,,,,,0,,0,,,,00371874,2017/06/30,20200509,20260914
1101110707129,(주)나노텍코리아,Nanotechkorea.co.ltd,나노텍코리아,전안수,E,기타,,,1128124643,135100,서울특별시 강남구 청담동 132-12,서울특별시 강남구 청담동 132-12,nanotechkorea.co.kr,02-518-5100,02-518-6391,,19900625,12,,,,,,,,,0,,0,,,,00371874,2017/06/30,20260101,20260101
1101110707145,한일인삼제품판매,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20250319,20260914
1101110707145,한일인삼제품판매,,,,,,,,,,,,,000-0000-0000,,,,,,,,,,,,,0,,0,,,,,,20200509,20250318
