,crno,corpNm,corpEnsnNm,enpPbanCmpyNm,enpRprFnm,bzno,enpBsadr,enpDtadr,enpHmpgUrl,enpTlno,enpEstbDt,enpEmpeCnt,lastOpegDt,상장여부
0,1001110851984,삼성금은 주식회사,"samsunggold&silver co., ltd",삼성금은,"[""이규석""]",2088116667.0,서울특별시 종로구 봉익동 141-1 세화빌딩 211호,,www.samsunggold.com,02-764-2869,19920523.0,0,20260914,0
1,1001116020799,이지앤스토리 주식회사,"EZNstory Co.,Ltd.",이지앤스토리,"[""유승민"", ""조현철""]",1608700341.0,"서울특별시 구로구 디지털로34길 43 1107호 (구로동, 코오롱싸이언스밸리1차)",,www.eznstory.com,02-6952-3711,20160406.0,0,20240403,0
2,1001116253720,주식회사 파낙토스,Panaxtos Corp.,파낙토스,"[""박병운""]",3628600580.0,"서울특별시 송파구 올림픽로 342 (방이동, 아울타워) 15층",,www.panaxtos.com,02-2051-1380,20161208.0,0,20231212,0
3,1001140001882,인듐코퍼레이션 코리아(유),"Indium Corporation (Korea)Co.,Ltd",인듐코퍼레이션코리아,"[""그레고리피에번스""]",3018196349.0,"충청북도 청주시 흥덕구 직지대로436번길 24 (송정동, 인듐코퍼레이션)",,www.indiumcom,07077805200,20080114.0,0,20250920,0
4,1008100969000,동해양조공업(주),,,[],,,,,,,0,20260914,0
5,1010010101010,중원산업(주),,,[],,,,,,,0,20260914,0
6,1011110565642,한국스미더스-오아시스주식회사,"Smithers-Oasis Korea Co., Ltd.",한국스미더스-오아시스,"[""김익수""]",3128107021.0,"충청남도 천안시 서북구 입장면 용정도하길 157 (용정리, 한국스미더스오아시스(주))",,www.oasiskorea.com,041-582-8000,19871118.0,0,20260914,0
7,1011110717895,(주)상상팩토리,"Sangsang Factory Co., Ltd",상상팩토리,"[""허환욱""]",1378648770.0,"인천광역시 서구 설원로138번안길 28 (대곡동, MEAFOOD)",,,0314939277,20140801.0,0,20260225,0
8,1011111507057,(주)대한이앤씨,DAEHAN ENGINEERING & CONSTRUCTION,대한이앤씨,"[""박주경""]",2198125701.0,경기도 성남시 수정구 위례서일로 6 (창곡동) 우대빌딩 4층,,,0318714434,19980123.0,0,20260914,0
9,1011111542706,참신투자자문(주),charmshin investment consulting,참신투자자문,"[""서대권""]",1208180194.0,서울특별시 강남구 신사동 612-1 증권빌딩 6층,,www.charmshin.co.kr,0234437077,19980504.0,0,20260914,0
10,1011111930662,(주)신한투자개발,SHINHAN Investment & Development,신한투자개발,"[""김진천""]",1208603149.0,서울특별시 성동구 성수일로 45 (성수동1가)5층,,,02-556-1112,20000408.0,0,20201005,0
11,1011112643602,(주)코렌츠,Kornets Inc.,코렌츠,"[""김희곤""]",1058646455.0,서울특별시 마포구 공덕동 110-61,,www.korents.co.kr,02-702-0807,20021101.0,0,20260914,0
12,1011113338228,주식회사 엠디에스,"MDS CO.,LTD.",엠디에스,"[""이동재""]",1018619015.0,경기도 남양주시 화도읍 경춘로지현1길 17 (월산리),,,031-575-4023,20051108.0,0,20230503,0
13,1011113662552,(주)미래엔에듀케어,miraeneducare,미래엔에듀케어,"[""권혁춘""]",2208746770.0,"서울특별시 광진구 아차산로 431 (구의동, 강변에스케이뷰)102동 105호",,www.miraeneducare.com/,0269335361,20070418.0,0,20260914,0
14,1011116564002,주식회사 창동역사디오트,ChangDong Station TheOT,창동역사디오트,"[""김의성"", ""이순재""]",1558700960.0,"서울특별시 중구 다산로 293 (신당동, 디오트) 1층",,,01*********,20171109.0,0,20211006,0
15,1011116979037,주식회사 보나,Bona D&C,보나,"[""박병주""]",6358101196.0,"서울특별시 강남구 강남대로 354 11층 1128-1호(역삼동, 혜천빌딩)",,,01*********,20190109.0,0,20220913,0
16,1011117758315,미니쉬테크놀로지 주식회사,MINISH TECHNOLOGY Inc.,미니쉬테크놀로지,"[""강정호""]",3968602131.0,"서울특별시 강남구 언주로 729 (논현동, 마스터스729빌딩) 12층",,,01*********,20210121.0,0,20250428,0
17,1011118141478,신한라이프케어 주식회사,"Shinhan LifeCare Co., Ltd.",신한라이프케어,"[""우석문""]",1248759356.0,"서울특별시 중구 삼일대로 358 2층 (을지로2가, 신한LTower)",,,0262631223,20211223.0,0,20250920,0
18,1011140284288,넥스트1호 유한회사,"Next1, INC.",넥스트1호,"[""박찬우""]",6058801947.0,"서울특별시 강남구 테헤란로 152 (역삼동, 강남파이낸스센터)",,,02-2112-1832,20211008.0,0,20260914,0
19,1011440001879,새마을금고중앙회,kfcc,새마을금고중앙회,"[""김인""]",1098204731.0,서울특별시 강남구 봉은사로114길 20 새마을금고중앙회,,www.kfcc.co.kr,02)3459-9114,19730517.0,0,20260914,0
20,1018151043000,（주）프로피,,,[],,,,,,,0,20260914,0
21,105020209750,(유)경응,KYUNG EUNG,,"[""강용구""]",105020209.0,대구 달서구 송현동,1990-11,,82-053-656-1341,,0,20200517,0
22,1061110339019,(주)대광,,,[],,,,,,,0,20260914,0
23,1076501006427,유한책임회사 사할린-인더스트리-디벨롭먼트,"Sakhalin Industry Development Co.,Ltd",사할린-인더스트리-디벨롭먼트,"[""김스베틀라나""]",,사할린 주 유즈노-사할린스크 시 마르또브스키 1A,,,4242-773837,20070712.0,0,20260914,0
24,1081110606632,주식회사세기시스템,"SEGISYSTEM co,lte.,",세기시스템,"[""김성호"", ""구형주""]",6218172936.0,부산광역시 해운대구 반송로525번길 47 (석대동),,www.segiair.co.kr/,1588-7359,20071001.0,0,20260914,0
25,1088103237000,미창식품공업(주),,,[],,,,,,,0,20260914,0
26,1100003495888,주식회사아이린패션,,,"[""민병선""]",2048198158.0,서울 동대문구 신설동,98-30  동은빌딩208,,82-02-929-9264,,0,20200517,0
27,1100004181684,(주)유니베르덴,"UNIWERDEN CO.,LTD",,"[""윤성철""]",1138632651.0,서울 구로구 구로3동 우림이비지센터2차,1408호,,82-02-890-7400,,0,20200517,0
28,1100008486650,경기청출람미래학교주식회사,gyoungkicheongchulram,경기청출람미래학교,"[""임호순""]",6688602735.0,"경기도 수원시 장안구 연무로 53 2층, (연무동, 한동빌딩)",,,03180128582,20230117.0,0,20240516,0
29,1100111735649,(주)나인벨웍스,NINE BELL WORKS,,"[""유동수""]",4598601675.0,서울특별시 서초구 법원로3길 19,2003호,,,,3,20200517,0
30,1100113076571,한국에스웨이,S-waykorea,한국에스웨이,"[""조구현""]",1068630752.0,"서울특별시 송파구 오금로11길 7 (방이동, 제이타워빌딩)7층",,www.s-waykorea.com,027984211,20040901.0,0,20210408,0
31,1100113805847,정희개발(주),,,"[""김완기""]",2128181740.0,서울 강동구 천호동,314-37  심스빌딩203호,,82-02-488-0102,,0,20200517,0
32,1100450000201,서울특별시니트패션협동조합,FEDERATION OF SEOUL KNITTING CO,,"[""홍순직""]",2018230933.0,서울  중구  충무로5가,20-12,,82-02-2267-9708,19710419.0,0,20200517,0
33,1101003205229,(주)한국주택신문사,house newspaper,,"[""이태규""]",1098196796.0,서울 강서구 공항동,1097,,82-02-2632-9660,20050411.0,0,20200517,0
34,1101100042890,기흥산업(주),,,[],,,,,,,0,20260914,0
35,1101110000000,엘지로지역주택조합,,,"[""이견호""]",,,,,,,0,20230418,0
36,1101110000036,동성인쇄(주),"DONGSUNGPRINTING CO., LTD.",동성인쇄,"[""권병서""]",1078137452.0,서울특별시 영등포구 선유로 167 (양평동3가),,www.dongsungprinting.com,02-2675-5151,19700701.0,0,20260914,0
37,1101110000086,롯데쇼핑(주),"LOTTE SHOPPING CO.,LTD.",롯데쇼핑,"[""신동빈"", ""정현석"", ""차우철"", ""임재철""]",1048126067.0,서울특별시 중구  남대문로 81 (소공동),,www.lotteshoppingir.com/,02-1577-0001,19700702.0,17712,20260914,1
38,1101110000177,역촌산업(주),"YEOKCHON INDUSTRY Co., Ltd",역촌산업,"[""권숙자""]",1118101235.0,서울특별시 은평구 서오릉로 162 (갈현동) 2층,,,02-352-8040,19701207.0,0,20260914,0
39,1101110000309,동양방식주식회사,DONGYANG Corrosion Engineering,동양방식,"[""정성화""]",2018148663.0,서울특별시 중구 충무로4가 126-1,,www.dyce.co.kr,02-2272-4979,19700707.0,0,20260914,0
40,1101110000416,을지운수(주),EULJIUNSU.LTD,,"[""김홍""]",1058102961.0,서울 성북구 정릉2동,227-124,,82-02-918-3111,19700708.0,100,20200517,0
41,1101110000458,(주)LG금속,LG Metals Corp.,LG금속,"[""정정원""]",1168132956.0,서울특별시 영등포구 여이도동 20,,www.lgmetals.lg.co.kr,02)3773-4282,19360615.0,0,20260914,0
42,1101110000531,(주)모라도,"MORADO CO., LTD",모라도,"[""이명기""]",1098109665.0,서울특별시 강서구 등촌1동 639-13,,http://www.morado.co.kr,02) 3660-8830-5,19700710.0,0,20260914,0
43,1101110000862,서부종합시장주식회사,"SEOBU COMPLEX MARKET CO.,LTD",서부종합시장,"[""허옥희""]",1118100857.0,서울특별시 은평구 역촌동 31-6,,,02-356-6466,19710401.0,0,20260914,0
44,1101110001167,일석그린 주식회사,"Ilsukgreen.Co,.Ltd",일석그린,"[""양일석""]",2208715850.0,경기도 광주시 오포읍 고산리 1-5,,,031-767-6262,20050810.0,0,20260914,0
45,1101110001181,한국판넬공업(주),,한국판넬공업,"[""박종두""]",1268105801.0,경기도 여주시 가남읍 상활리 520-1,,,-587-2271,,0,20260914,0
46,1101110001381,풍양운수(주),Pung Yang woonsu corp.,풍양운수,"[""이승용""]",1128103497.0,서울특별시 관악구 봉천동 467,,,02)697-7253,19700730.0,0,20260914,0
47,1101110001472,(주)대농특수산업,,,[],,,,,,,0,20260914,0
48,1101110001844,황해운수(주),HWANG HAE,,"[""김영언""]",2188107923.0,서울  성동구  용답동,234    A동311,,82-02-2216-1611,,0,20200517,0
49,1101110001901,신길운수(주),"SHIN GIL TRANSPORTATION CO., LTD",신길운수,"[""김유승""]",1178102514.0,"서울특별시 서초구 서초대로 397 (서초동, 부띠크모나코)",,,02-593-3122,19770719.0,0,20260914,0
50,1101110002355,(주)일신기업,,,[],,,,,,,0,20260914,0
51,1101110002404,(주)고려차량,"RS KOREA CO.,LTD.",고려차량,"[""이석희""]",1068103736.0,부산광역시 부산진구 신천대로 215-15 (당감동) (주)고려차량,,www.rskor.com,051-898-3111,19570821.0,0,20260914,0
52,1101110002454,선익상사(주),SUNIK CORPORATION,,"[""임명선""]",1068140255.0,서울 용산구 동자동,14-125,,82-02-754-6667,19700824.0,7,20200517,0
53,1101110002504,종로서부새마을금고,JONGROSEOBUSAEMAULGEUMGO,종로서부새마을금고,"[""이종환""]",1108202688.0,"서울특별시 종로구 통일로14길 24 (무악동, MG종로서부새마을금고사옥)",,,736-5049,19791226.0,0,20260914,0
54,1101110002529,주식회사 아승사,"A-SEUNG SA CO.,LTD.",아승사,"[""김민균""]",1258511967.0,서울특별시 마포구 마포동 350,,,02-3274-1411,19700824.0,0,20260914,0
55,1101110002546,광화문새마을금고,GWANGHWAMUN SAEMAUL GUMGO,광화문새마을금고,"[""김기만""]",1028203099.0,서울특별시 종로구 자하문로 37 (통인동),,,027352188,19810205.0,0,20260914,0
56,1101110002570,"종로3,4가새마을금고","jongno3,4gasaemaulgumgo","종로3,4가새마을금고","[""정재찬""]",1018201706.0,서울특별시 종로구 종로 140-1 (종로3가),,,02-2273-4117,19800703.0,0,20260914,0
57,1101110002579,한국단프라에이,,,[],,,,,,,0,20260914,0
58,1101110002661,교남동새마을금고,Gyonam-dong saemaul credit cooperative,교남동새마을금고,"[""김복순""]",1108202806.0,서울특별시 종로구 송월길 147 상가1층,,,02-737-1896,19800819.0,0,20260914,0
59,1101110002678,다스코통산(주),,,[],,,,,,,0,20260914,0
60,1101110002687,대학로 새마을금고,DAE HAK RO,대학로새마을금고,"[""안인대""]",2088201900.0,서울특별시 종로구 동숭길 41 (동숭동),,,027629676,19800707.0,0,20260914,0
61,1101110002694,지에스건설(주),GS Engineering & Construction Corp,GS건설,"[""허윤홍"", ""김태진""]",1048118121.0,서울특별시 종로구 종로 33 그랑서울,,www.gsenc.com,02-2154-1112,19691219.0,4996,20260914,1
62,1101110002818,한국제지(주),"HANKUK PAPER MFG CO.,LTD",한국제지,"[""안재호""]",2148103513.0,서울특별시 강남구  테헤란로 504 해성빌딩 19층,,www.hankukpaper.com,02-3475-7200,19580225.0,511,20260914,0
63,1101110002834,(주)삼라,"SAMRA CO., LTD.",삼라,"[""조유선""]",2148106859.0,경기도 이천시 호법면 중부대로 859 (안평리),,www.smsamra.co.kr,02-6940-9500,19691022.0,0,20260914,0
64,1101110002926,종로중앙새마을금고,jungro jungang saemaulgeumgo,종로중앙새마을금고,"[""박창훈""]",2088204120.0,"서울특별시 종로구 창신길 51 (창신동, MG새마을금고)",,,027635929,19770921.0,0,20260914,0
65,1101110002933,한국택시 주식회사,hankuk taxi,,"[""경덕호""]",2178100742.0,서울 도봉구 방학1동,713-10,,82-02-3491-6743,19700927.0,4,20200517,0
66,1101110002942,종로동부새마을금고,JONGRODONGBU SAEMAULKEUMGO,종로동부새마을금고,"[""심우설""]",2088204135.0,"서울특별시 종로구 지봉로 99-1 (창신동, 새마을금고)",,,02-766-1727,19830930.0,0,20260914,0
67,1101110002959,(주)한화,HANWHA CORP,한화,"[""김동관"", ""류두형"", ""김우석""]",2028116825.0,서울특별시 중구  청계천로 86 24층,,www.hanwhacorp.co.kr,02-729-1114,19521028.0,3264,20260914,1
68,1101110002975,삼성물산(주),Samsung C&T Corporation,삼성물산,"[""최치훈""]",1048126728.0,서울특별시 서초구 서초대로74길 14 삼성물산(주),,http://www.samsungcnt.co.kr,02-2145-2114,19520111.0,8663,20260914,0
69,1101110002984,종로제일새마을금고,jongrojeil,종로제일새마을금고,"[""이치한""]",2088204101.0,서울특별시 종로구 종로44길 9 (창신동),,,02-794-3550,19840426.0,0,20260914,0
70,1101110003098,동원산업(주),"DONGWON INDUSTRIES CO.,LTD",동원산업,"[""김세훈"", ""박상진"", ""장인성""]",2298111150.0,서울특별시 서초구 마방로 68 (양재동),,www.dongwon.com,02-589-3333,19690416.0,712,20260914,1
71,1101110003121,롯데알미늄주식회사,"Lotte Aluminum Co., Ltd.",롯데알미늄,"[""이승민""]",1198107494.0,"서울특별시 금천구 벚꽃로 104 (독산동, 독산역롯데캐슬금천롯데타워)",,www.lotteal.co.kr,801-8000,19661104.0,1329,20260914,0
72,1101110003155,한화투자증권(주),"HANWHA INVESTMENT&SECURITIES CO.,LTD",한화투자증권,"[""장병호""]",1168119031.0,서울특별시 영등포구  여의대로 56 한화증권빌딩 한화투자증권 주식회사,,www.koreastock.co.kr,02-3772-7000,19620719.0,1027,20260914,1
73,1101110003189,한진건설(주),"HANJIN  ENGINEERING & CONSTRUCTION CO., LTD.",한진건설,"[""박재영""]",2078124830.0,서울특별시 광진구 구의동 546-1,,http://www.hjcnst.co.kr.,02-450-8114,19680809.0,0,20260914,1
74,1101110003204,한화생명보험(주),"HANWHA LIFE INSURANCE CO., LTD.",한화생명,"[""권혁웅"", ""이경근""]",1168111757.0,서울특별시 영등포구 63로 50,,www.hanwhalife.com,02-789-5114,19460909.0,2794,20260914,1
75,1101110003212,태양금속공업(주),"TAEYANG METAL INDUSTRIAL CO.,LTD",태양금속공업,"[""한우삼. 한하워드성""]",1348100016.0,경기도 안산시 단원구  해봉로 212 (성곡동),,www.taeyangmetal.com,031-490-5500,19540301.0,507,20260914,1
76,1101110003262,(주)유수홀딩스,"EUSU HOLDINGS CO., LTD.",유수홀딩스,"[""송영규""]",1168135822.0,"서울특별시 영등포구 여의나루로 60 9층 (여의도동, 포스트타워)",,www.eusu-holdings.com,02-6716-3000,19500101.0,23,20260914,1
77,1101110003336,청우개발(주),"CHUNGWOO DEVELOPMENT CO.,LTD",,"[""남관희""]",3048104983.0,충남 천안시서북구 성환읍 성환리,344-6,,82-041-581-2562,19940729.0,5,20200517,0
78,1101110003345,신성통상(주),"SHINSUNG TONGSANG CO.,LTD",신성통상,"[""염태순""]",1048101106.0,서울특별시 강동구 풍성로63길 84(둔촌동),,www.ssts.co.kr,02-3709-9000,19680111.0,1162,20260914,0
79,1101110003353,일광이앤씨(주),"IL KWANG E&C CO.,LTD.",일광이앤씨,"[""김국환"", ""김근수""]",1208102072.0,"경기도 성남시 분당구 돌마로 48 (구미동, 구미동후성빌딩) 5층",,ilkwangind.co.kr,031-627-4600,19700829.0,0,20260914,0
80,1101110003379,주식회사동아수출공사,"DONG-A EXPORT.CO.,LTD",동아수출공사,"[""이우석""]",2208114558.0,서울특별시 강남구 역삼동 814-6,,,3451-4700,19700829.0,0,20260914,0
81,1101110003428,(주)중앙에너비스,"Joong Ang Enervis Co.,Ltd.",중앙에너비스,"[""한상열"", ""한상은""]",1068108726.0,서울특별시 용산구  한남대로 82,,www.enervis.co.kr,070-8707-4500,19461008.0,62,20260914,0
82,1101110003436,경동흥업 주식회사,KYUNG DONG INDUSTRIAL ENTERPRISE,경동흥업,"[""한지형""]",2088113883.0,서울특별시 종로구 숭인동 1422,,,02)780-9501,19651229.0,0,20260914,0
83,1101110003444,두산건설(주),,두산건설,"[""김홍구""]",2118134851.0,서울특별시 강남구 논현동 105-7,,http://,510-3061,19600701.0,0,20260914,0
84,1101110003543,(주)LG,LG Corp.,LG,"[""구광모"", ""권봉석""]",1168118750.0,서울특별시 영등포구  여의대로 128,,www.lg.co.kr,02-3773-1114,19470105.0,195,20260914,1
85,1101110003569,한국콘베어공업주식회사,"KOREA CONVEYOR.CO.,LTD",한국콘베어공업,"[""김영환""]",1138100800.0,서울특별시 구로구 부일로1나길 18-8 (온수동),,conyeyor.co.kr,02-2613-0151,19700109.0,0,20260914,0
86,1101110003585,대한사료주식회사,"DAEHAN FEED CO.,LTD.",대한사료,"[""정근상""]",1048104326.0,"인천광역시 중구 북성포길 13 (북성동1가, 대한사료(주))",,www.daehanfeed.co.kr/,032-770-1123,19560508.0,0,20260914,0
87,1101110003668,(주)한진,HANJIN Logistics Corporation,한진,"[""노삼석""]",2018102823.0,서울특별시 중구 남대문로 63 한진빌딩,,www.hanjin.com,02-728-5114,19580310.0,1673,20260914,1
88,1101110003684,롯데칠성음료(주),"LOTTE CHILSUNG BEVERAGE CO.,LTD",롯데칠성음료,"[""박윤기""]",2148107770.0,서울특별시 서초구 서초대로70길 15,,company.lottechilsung.co.kr,02-3479-9114,19671129.0,5217,20260914,1
89,1101110003692,한국공항(주),"KOREA AIRPORT SERVICE CO.,LTD",한국공항,"[""이수근""]",1098133068.0,서울특별시 강서구  양천로 13 (방화동) 한국공항(주),,www.kas.co.kr,02-2660-3114,19680220.0,3409,20260914,1
90,1101110003709,피케이씨(주),"PKC Co., Ltd.",PKC,"[""윤해구""]",1138101094.0,전라북도 군산시  임해로 494-16,,www.pkc.kr,02-2610-2444,19541125.0,303,20260914,1
91,1101110003733,대한제분(주),"DAEHAN FLOUR MILL CO.,LTD",대한제분,"[""이진성""]",1048104345.0,서울특별시 중구 세종대로 39,,www.dhflour.co.kr,02-3455-0200,19521225.0,404,20260914,1
92,1101110003741,주식회사화랑산업,"WHARANG INDUSTRY CO.,LTD.",화랑산업,"[""안영근"", ""최희복""]",2128100863.0,서울특별시 강동구 천호동 425-5,,,02-472-7967,19700901.0,0,20260914,0
93,1101110003759,우정건설 주식회사,"WOOJUNG CONSTRUCTION.CO.,LTD.",우정건설,"[""우교순""]",2118128719.0,서울특별시 강남구 논현동 97-7,,www.woojungapt.co.kr,(02)2056-1000,19650504.0,0,20260914,0
94,1101110003783,영성상사 주식회사,"Yung Sung Ind. Co., Ltd.",영성상사,"[""김재일""]",2208124401.0,서울특별시 강남구 역삼동 642-6 성지하이츠 3차 501호,,,02-539-0811~9,19671107.0,0,20260914,0
95,1101110003816,동원증권(주),Dongwon Securities,동원증권,"[""김남구""]",1168111529.0,서울특별시 영등포구 여의도동 34-7,,http://www.choiceup.com,02-768-5000,19681227.0,0,20260914,0
96,1101110003824,(주)영풍,YOUNGPOONG CORPORATION,영풍,"[""김기호""]",2118111275.0,서울특별시 강남구  강남대로 542,,www.ypzinc.co.kr,02-519-3314,19491125.0,781,20260914,1
97,1101110003965,(주)LS,LS Corp.,LS,"[""명노현""]",1168119007.0,서울특별시 용산구 한강대로 92 LS용산타워 -,,www.lsholdings.co.kr,02-2189-9988,19620515.0,94,20260914,1
98,1101110003973,FnC코오롱(주),FnC KOLON CORP,FnC코오롱,"[""제환석""]",2028144656.0,서울특별시 중구 무교동 코오롱빌딩 14층,,www.fnckolon.com,02-3677-8133,19541217.0,0,20260914,0
99,1101110003999,(주)조선호텔앤리조트,JOSUN HOTELS AND RESORTS,조선호텔앤리조트,"[""최훈학""]",1048127386.0,"서울특별시 중구 소공로 106 (소공동, 웨스턴 조선 호텔)",,www.echosunhotel.com,02)317-0024,19670808.0,0,20260914,0
100,1101110004038,(주)동양건설산업,DONGYANG ENGINEERING & CONSTRUCT CORP.,동양건설산업,"[""오성민""]",1388108534.0,"경기도 하남시 미사강변동로 100-1 2074호 (망월동, 미사역파라곤스퀘어)",,www.dongyangex.co.kr,02-3420-8000,19681219.0,232,20260914,0
101,1101110004060,서울특별시인쇄정보산업협동조합,SEOUL PRINTING INDUSTRY,,"[""김남수""]",1058204326.0,서울 중구 쌍림동,146-1,,82-02-333-8631,19620427.0,20,20200517,0
102,1101110004070,한주통산(주),,,[],,,,,,,0,20260914,0
103,1101110004119,한국제유공업협동조합,KOREA,,"[""고종환""]",1018200084.0,세종특별자치시 금남면 성덕1길 126,(성덕리),,82-044-866-6810,19620509.0,10,20200517,0
104,1101110004177,인천경기직물조합,,,"[""최성원""]",2088200842.0,서울 종로구 연지동,204,,82-02-763-9904,19620401.0,3,20200517,0
105,1101110004286,팬오션(주),"Pan Ocean Co., Ltd.",팬오션,"[""김홍국"", ""안중호""]",1048119101.0,서울특별시 종로구 종로5길 7 Tower 8 팬오션(주),,www.panocean.com,02-316-5114,19660528.0,1326,20260914,1
106,1101110004319,상경물산 주식회사,"SANG KYUNG MULSAN CO., LTD",상경물산,"[""이상현""]",2208109943.0,서울특별시 강남구 역삼동 824-21,,www.straw.co.kr,02-557-4757,19700903.0,0,20260914,0
107,1101110004325,한국제약협동조합,"KOREA PHARMACEUTICALIND.,CO-OP",,"[""조용준""]",1148202939.0,서울특별시  서초구  효령로36길  4,"4층  (방배동,약공회관)",,82-02-587-5411,19640403.0,10,20200517,0
108,1101110004375,한국전분공업협동조합,KOREA STARCH INDUSTRIAL,,"[""서일숙""]",1068205667.0,서울 용산구 한강로3가,16-49  삼구빌딩  1111호,,82-02-705-1006,19660419.0,5,20200517,0
109,1101110004385,에스지생활안전(주),SG Safety Corporation,에스지생활안전,"[""성정현""]",2138189949.0,경기도 평택시 신평로 28 (유천동),,www.sgsafety.net,07049928608,19500323.0,0,20260914,0
110,1101110004468,덕성실업(주),DUCK SUNG,,"[""이시영""]",1018103876.0,서울 용산구 서계동,260-1,,82-02-704-6816,,0,20200517,0
111,1101110004509,명화공업(주),"MYUNGHWA IND.CO.,LTD.",명화공업,"[""문성준"", ""황승필""]",1198105439.0,서울특별시 금천구 두산로 55 (독산동),,www.myunghwa.com,02-852-0211,19570813.0,0,20260914,0
112,1101110004515,한국P.P섬유공업협동조합,KOREA P.P TEXTILE INDUSTRIAL COOPREATIVE,,"[""서석홍""]",2088200916.0,서울특별시 종로구 율곡로 190,"708호 (연지동,여전도회관)",,82-02-741-7801,19671116.0,10,20200517,0
113,1101110004622,한국제망로프공업협동조합,h,,"[""박정운""]",2038231151.0,서울 양천구 신정동,86-27번지402호,,82-02-2653-5045,,0,20200517,0
114,1101110004632,(주)LX인터내셔널,LX INTERNATIONAL CORP.,LX인터내셔널,"[""구혁서""]",1168118686.0,서울특별시 종로구 새문안로 58 LG광화문빌딩,,www.lxinternational.com,02-6924-3114,19531126.0,412,20260914,1
115,1101110004680,한국과학기기공업협동조합,KSIIC,,"[""홍윤식""]",1028207208.0,서울 종로구 창성동,131,,82-02-725-4492,19841101.0,10,20200517,0
116,1101110004682,한솔테크닉스(주),"Hansol Technics Co., Ltd",한솔테크닉스,"[""유경준""]",1208153945.0,서울특별시 중구 을지로 100,,www.hansoltechnics.com,02-3287-7903,19660820.0,506,20260914,1
117,1101110004690,(주)오리온홀딩스,ORION Holdings Corp.,오리온홀딩스,"[""허인철""]",1068104036.0,서울특별시 강남구 남부순환로 2745 -,,www.oriongroup.co.kr,02-710-6000,19560725.0,8,20260914,1
118,1101110004705,한국골판지포장산업협동조합,KCCP,,"[""김진구""]",1148203689.0,서울 서초구 서초3동,1533  한신리빙타워301호,,82-02-3474-7124,19841117.0,6,20200517,0
119,1101110004814,쌍용해운주식회사,"SsangyongShipping Co., Ltd",쌍용해운,"[""김용식""]",1168136802.0,"서울특별시 중구 수표로 34 (저동2가, 씨티센터타워)",,,02-2270-4500,19671212.0,0,20260914,0
120,1101110004856,대일화학공업(주),DAEIL CHEMICAL CO.LTD,대일화학공업,"[""박대식""]",1208142943.0,경기도 오산시 세남로 72,,,031-372-4991,19610208.0,0,20260914,0
121,1101110004864,삼도물산(주),SAMDO CORPORATION,삼도물산,"[""김용석""]",1108124064.0,서울특별시 관악구 신림동 10-634 삼도빌딩,,http;//www.samdo.co.kr,02-3782-3103,19600416.0,0,20260914,0
122,1101110004917,대한광업협동조합,,,"[""진수웅""]",1028200054.0,서울 종로구 통의동,서울종로구통의동35-24,,82-02-735-3490,19660223.0,6,20200517,0
123,1101110004989,대선주조(주),,,[],,,,,,,0,20260914,0
124,1101110005002,동부건설(주),Dongbu Corporation,동부건설,"[""윤진오""]",2018145685.0,서울특별시 강남구 테헤란로 137 코레이트 타워,,dbcon.dongbu.co.kr,02-3484-2114,19690124.0,1168,20260914,1
125,1101110005052,(주)모나미,"MONAMI CO.,LTD",모나미,"[""송하윤""]",1208108227.0,"경기도 용인시 수지구  손곡로 17 (동천동, 모나미빌딩)",,www.monami.com,031-216-0153,19671228.0,221,20260914,1
126,1101110005078,삼성화재해상보험(주),"SAMSUNG FIRE & MARINE INSURANCE CO.,LTD",삼성화재해상보험,"[""이문화""]",2028145617.0,서울특별시 서초구 서초대로74길 14 (서초동),,www.samsungfire.com,02-1588-5114,19520126.0,5535,20260914,1
127,1101110005086,안전한택시(주),TAXI,,"[""유규상""]",1128100675.0,서울특별시 은평구 통일로 1190-1,(진관동),,82-02-2684-6060,19660419.0,15,20200517,0
128,1101110005094,대왕산업(주),Dae Wang Industry,대왕산업,"[""이하일""]",1018100210.0,"서울특별시 종로구 우정국로2길 21 (관철동, 대왕빌딩)",,,02-734-9188,19560125.0,0,20260914,0
129,1101110005296,강원도체육회,KANGWONDO,,"[""최문순""]",2218203221.0,강원 춘천시 삼천동,217,,82-033-252-6885,19961006.0,0,20200517,0
130,1101110005309,(주)삼양밀맥스,SAMYANG MILMAX CORPORATION,삼양밀맥스,"[""배순호""]",2088109943.0,서울특별시 종로구 연지동 삼양사,,www.samyangmilmax.com,02-740-7661,19561206.0,0,20260914,0
131,1101110005311,서울올림픽파크텔,SEOUL OLYMPIC PARKTEL,,"[""하형주""]",2158201873.0,서울 송파구 방이동,88-8,,82-02-410-2114,,0,20260914,0
132,1101110005317,창동흥업(주),,,[],,,,,,,0,20260914,0
133,1101110005333,(주)동양,TONGYANG Inc,동양,"[""정진학"", ""유정민""]",1168134352.0,서울특별시 영등포구 국제금융로2길 24 -,,www.tongyanginc.co.kr,02-6150-7000,19550825.0,483,20260914,1
134,1101110005408,주식회사 신북리조트,sinbukresort,신북리조트,"[""김경혜""]",2028132806.0,"서울특별시 영등포구 국회대로70길 18 (여의도동, 한양빌딩)",,www.sinbukresort.co.kr,02-595-7293,19580911.0,0,20260914,0
