Unnamed: 0,crno,corpNm,corpEnsnNm,enpPbanCmpyNm,enpRprFnm,bzno,enpBsadr,enpDtadr,enpHmpgUrl,enpTlno,enpEstbDt,enpEmpeCnt,lastOpegDt,상장여부
154,1101110006274,아세아제지(주),"ASIA PAPER MANUFACTURING CO.,LTD",아세아제지,"[""유승환"", ""이현탁""]",2208102052.0,서울특별시 강남구  논현로 430,,www.asiapaper.co.kr,02-527-6882,19580307.0,281,20260914,1
155,1101110006349,진흥기업(주),CHINHUNG INTERNATIONAL INC,진흥기업,"[""김태균""]",1068132769.0,"인천광역시 연수구 컨벤시아대로 69 (송도동 , 송도밀레니엄 807호)",,www.chinhung.co.kr,02-772-1200,19590903.0,471,20260914,1
160,1101110006456,한화손해보험(주),"Hanwha General Insurance Co., Ltd.",한화손해보험,"[""나채범""]",1168146445.0,서울특별시 영등포구  여의대로 56 한화손해보험(주),,www.hwgeneralins.com/,02-1566-8000,19460401.0,3715,20260914,1
162,1101110006612,신영증권(주),"SHINYOUNG SECURITIES CO.,LTD",신영증권,"[""금정호"", ""김대일""]",1168110802.0,"서울특별시 영등포구 국제금융로8길 16 (여의도동, 신영증권빌딩)",,www.shinyoung.com,02-2004-9000,19560225.0,689,20260914,1
178,1101110007404,주식회사 형지에스콰이아,"ESQUIRE CO., Ltd",형지에스콰이아,"[""최병오""]",2188112066.0,"인천광역시 연수구 하모니로177번길 49 (송도동, 형지글로벌패션복합센터)",,www.esquire.co.kr,02-3404-2161,19561011.0,0,20260914,0
189,1101110007826,유진투자증권(주),"EUGENE INVESTMENT & SECURITIES CO., LTD",유진증권,"[""유창수"", ""고경모""]",1168134177.0,서울특별시 영등포구 국제금융로 24 (여의도동),,www.eugenefn.com,02-368-6114,19540512.0,741,20260914,1
190,1101110007909,현대건설(주),"HYUNDAI ENGINEERING & CONSTRUCTION CO.,LTD",현대건설,"[""이한우""]",1018116293.0,서울특별시 종로구  율곡로 75,,www.hdec.kr,02-746-1114,19500110.0,6900,20260914,1
195,1101110008212,대한해운(주),KOREA LINE CORPORATION,대한해운,"[""민상기""]",1018124624.0,서울특별시 서대문구 신촌역로 30 -,,www.korealines.co.kr,02-3701-0114,19681212.0,180,20260914,1
196,1101110008254,신라교역(주),"SILLA CO.,LTD",신라교역,"[""김호운""]",2198100919.0,서울특별시 강동구 고덕비즈밸리로6길 30 -,,www.sla.co.kr,02-3434-9900,19670306.0,496,20260914,1
197,1101110008262,경남기업(주),KEANGNAM ENTERPRISES LTD,경남기업,"[""이기동""]",1168105522.0,"충청남도 아산시 배방읍 모산로 38-11 (공수리, 아산배방1단지우방아이유쉘) 101호",,www.kne.co.kr,02-6712-5362,19510829.0,287,20260914,0
202,1101110008486,CS 홀딩스(주),"CS Holdings Co.,Ltd.",CS홀딩스,"[""장원영""]",2208113170.0,경상북도 포항시 남구 괴동로 43 (장흥동),,www.chosunwelding.com,02-3459-9363,19490112.0,4,20260914,1
204,1101110008600,(주)이수화학,"ISU CHEMICAL CO.,LTD",이수화학,"[""김동민"", ""주봉진""]",1148154648.0,서울특별시 서초구 사평대로 84 이수화학,,www.isuchemical.co.kr,02-590-6600,19690117.0,310,20260914,1
207,1101110008882,한국수출포장공업(주),"KOREA EXPORT PACKAGING INDUSTRIAL CO.,LTD",한국수출포장공업,"[""허용삼"", ""허정훈""]",2148144931.0,서울특별시 서초구 서초중앙로 63,,www.keppack.co.kr,02-525-2981-9,19571121.0,423,20260914,1
216,1101110010001,(주)삼영,"SAMYOUNG CO.,LTD.",삼영,"[""이석준"", ""조영한""]",1138106556.0,"서울특별시 종로구 청계천로 35 13층(서린동, 관정빌딩)",,www.sycc.co.kr,02-757-2291-3,19590410.0,147,20260914,1
230,1101110011679,미래에셋증권(주),"MIRAE ASSET SECURITIES CO.,LTD.",미래에셋증권,"[""김미섭"", ""허선호""]",1168105556.0,서울특별시 중구 을지로5길 26 미래에셋 센터원빌딩 이스트타워,,securities.miraeasset.com,02-1588-6800,19700923.0,3310,20260914,1
235,1101110012560,(주)보령,Boryung Corporation,보령,"[""김정균""]",2088100281.0,서울 종로구 원남동 보령빌딩 66-21,,www.boryung.co.kr,02-708-8000,19631111.0,1645,20260914,1
239,1101110012776,일동홀딩스(주),"ILDONG HOLDINGS CO.,LTD",일동홀딩스,"[""최규환""]",2298114690.0,서울특별시 서초구  바우뫼로27길 2 일동제약빌딩,,www.ildong.com,02-526-3114,19410314.0,84,20260914,1
240,1101110012809,(주)신한은행,SHINHAN BANK,신한은행,"[""정상혁""]",2028102637.0,"서울특별시 중구 세종대로9길 20 (태평로2가, 신한은행 본점)",,www.shinhan.com,02-756-0505,18970219.0,12781,20260914,0
251,1101110013328,메리츠화재해상보험(주),"Meritz Fire & Marine Insurance CO., Ltd",메리츠화재해상보험,"[""김중현""]",1168103752.0,서울특별시 강남구  강남대로 382 메리츠타워,,www.meritzfire.com,1566-7711,19221001.0,3027,20260914,0
259,1101110013766,하이트진로홀딩스(주),"HITEJINRO HOLDINGS CO., LTD",하이트진로홀딩스,"[""장인섭""]",1078100955.0,서울특별시 강남구  영동대로 714,,www.hitejinroholdings.com,02-520-3112,19330809.0,11,20260914,1
260,1101110013774,(주)두산,"DOOSAN CO.,LTD",두산,"[""박정원"", ""김민철"", ""유승우""]",1078100237.0,서울특별시 중구  장충단로 275 두산타원,,www.doosancorp.co.kr,02-3398-0114,19331208.0,1749,20260914,1
265,1101110014011,대선제분(주),"Dae Sun flour mills Co.,LTD",대선제분,"[""박선정""]",1078111826.0,"서울특별시 중구 소월로 8 (남대문로5가, 제분빌딩) 8층",,www.daesunfm.co.kr,02-727-8400,19580304.0,0,20260914,0
269,1101110014219,넥센타이어(주),NEXEN TIRE CORPORATION,넥센타이어,"[""강호찬사장김현석""]",6218110769.0,경상남도 양산시  충렬로 355 넥센타이어,,www.nexentire.com,055-370-5114,19580411.0,4255,20260914,1
272,1101110014409,(주)유한양행,YUHAN CORPORATION,유한양행,"[""조욱제""]",1188100601.0,서울특별시 동작구  노량진로 74,,www.yuhan.co.kr,02-828-0181,19260620.0,2153,20260914,1
274,1101110014433,에스피삼화(주),"SP SAMHWA CO., LTD.",SP삼화,"[""배맹달"", ""김현정""]",1348117477.0,경기도 안산시 단원구  별망로 178,,spsamhwa.com,031-499-0394,19460409.0,899,20260914,1
279,1101110014764,롯데건설주식회사,"LOTTE Engineering & Construction Co.,Ltd",롯데건설,"[""오일근""]",1148116377.0,서울특별시 서초구 잠원로14길 29,,www.lottecon.co.kr,02-3480-9114,19520204.0,3676,20260914,0
291,1101110015556,대원강업(주),"DAEWONKANGUP CO.,LTD",대원강업,"[""박민희"", ""김항수""]",1048115560.0,충청남도 천안시 서북구 성거읍 오목모전길 117-8 대원강업주식회사,,www.dwku.com,02-3455-7378,19460920.0,663,20260914,1
294,1101110015639,CJ(주),CJ Corp.,CJ,"[""손경식"", ""김홍기""]",1048126714.0,"서울특별시 중구 소월로2길 12 (남대문로5가, CJ THE CENTER)",,www.cj.net,02-726-8114,19530801.0,64,20260914,1
298,1101110015762,삼성물산(주),SAMSUNG C&T CORPORATION,삼성물산,"[""오세철"", ""이재언"", ""송규종""]",2028145975.0,서울특별시 강동구 상일로6길 26 -,,www.samsungcnt.com,02-2145-5114,19631223.0,9261,20260914,1
301,1101110015861,범양건영(주),"BUMYANG CONSTRUCTION CO.,LTD",범양건영,"[""강병주""]",3128109655.0,"부산광역시 동구 초량중로 114 105동 비102호, 비104호(초량동, 범양레우스 센트럴베이)",,www.iby.co.kr,041-573-5631,19580821.0,43,20260914,1
317,1101110016827,벽산건설(주),"BYUCKSAN ENGINEERING & CONSTRUCTION CO.,LTD",벽산건설,"[""파산관재인임창기""]",1168125566.0,"인천광역시 연수구 갯벌로 12  (송도동, 시험생산동 316B, 317호)",,www.becco.co.kr/,02-767-5114,19581127.0,0,20260914,0
318,1101110016869,(주)미래엔,"MiraeN Co.,Ltd",미래엔,"[""신광수""]",2148104977.0,서울특별시 서초구 신반포로 321 (주)미래엔,,www.mirae-n.com,3475-3814,19480924.0,779,20260914,0
326,1101110017411,남광토건(주),"NAMKWANG ENGINEERING & CONSTRUCTION CO.,LTD",남광토건,"[""이동철"", ""신승철""]",1208101995.0,"경기도 용인시 기흥구 흥덕중앙로 120 비122호(영덕동, 흥덕유타워)",,www.namkwang.co.kr,02-3011-0114,19540805.0,527,20260914,1
334,1101110017859,(주)KB손해보험,"KB Insurance Co., Ltd",KB손해보험,"[""구본욱""]",2028148370.0,서울특별시 강남구 테헤란로 117 KB손해보험,,www.kbinsure.co.kr,1544-0114,19581216.0,2991,20260914,0
335,1101110017867,한솔홀딩스(주),"Hansol Holdings Co., Ltd.",한솔홀딩스,"[""이명길""]",1048125772.0,서울특별시 중구 을지로 100 파인애비뉴 B동 24층,,www.hansol.com,02-3287-6875,19650119.0,42,20260914,1
339,1101110017990,동아쏘시오홀딩스(주),"Dong-A Socio Holdings Co.,Ltd",동아쏘시오홀딩스,"[""김민영""]",2048100130.0,서울특별시 동대문구  천호대로 64,,www.donga.co.kr,02-920-8114,19490809.0,77,20260914,1
340,1101110018089,교보증권(주),"KYOBO SECURITIES CO.,LTD.",교보증권,"[""박봉권"", ""이석기""]",1168104407.0,서울특별시 영등포구 의사당대로 97 교보증권빌딩,,www.iprovest.com,02-3771-9000,19491122.0,972,20260914,1
342,1101110018138,이화산업(주),"RIFA CO., LTD",이화산업,"[""홍성우""]",1078113542.0,서울특별시 중구 삼일대로 299 (충무로2가),,www.rifa.co.kr,02-2007-5555,19500329.0,29,20260914,1
350,1101110018592,(주)프리티,"FreeT, Inc.",프리티,"[""송병권""]",1198103654.0,서울특별시 금천구 디지털로 130 남성프라자 613호,,"www,freet,kr",02-1661-9641,19700727.0,39,20260914,1
357,1101110019219,디아이동일(주),DI DONG IL CORPORATION,디아이동일,"[""서태원"", ""손재선"", ""박찬규""]",1208114879.0,서울특별시 강남구  테헤란로 516 정헌빌딩 8층,,www.dong-il.com,02-2222-3071,19550805.0,456,20260914,1
359,1101110019334,(주)조흥,CHOHEUNG CORPORATION,조흥,"[""함영제""]",1138106497.0,경기도 안산시 단원구  시화로 38 (성곡동),,www.choheung.co.kr,031-433-3883,19590211.0,533,20260914,1
360,1101110019342,JW중외제약(주),JW PHARMACEUTICAL,JW중외제약,"[""신영섭"", ""함은경""]",1188102477.0,경기도 과천시 과천대로7길 38 -,,www.jw-pharma.co.kr,02-840-6777,19450808.0,1106,20260914,1
361,1101110019350,대한방직(주),"TAIHAN TEXTILE CO.,LTD",대한방직,"[""설범"", ""김인호""]",1168133353.0,"서울특별시 중구 중림로 48 (중림동, 성준빌딩)",,www.thtc.co.kr,02-368-0114,19530810.0,314,20260914,1
368,1101110019962,현대차증권(주),"HYUNDAI MOTOR SECURITIES CO.,LTD.",현대차증권,"[""배형근""]",1168134691.0,서울특별시 영등포구 국제금융로2길 28 현대차증권,,hmsec.com,02-3787-2114,19550726.0,888,20260914,1
371,1101110020307,삼환기업(주),SAMWHAN CORPORATION,삼환기업,"[""정환오""]",1018100452.0,"서울특별시 서대문구 신촌역로 30 (신촌동, 신촌민자역사), 2층",,www.samwhan.co.kr,02-740-2221,19460315.0,264,20260914,0
387,1101110021678,대림통상(주),"DAELIM TRADING CO.,LTD",대림통상,"[""고은희"", ""이상원""]",1028101153.0,서울특별시 서대문구  연희로 142,,www.dlt.co.kr,02-730-9811,19700401.0,209,20260914,1
397,1101110022816,SK(주),"SK Holdings Co., Ltd.",SK,"[""조대식""]",1168102054.0,서울특별시 종로구  종로 26 (서린동),,www.sk.co.kr,02-2121-0114,19621013.0,111,20260914,0
403,1101110023393,(주)우리은행,Woori Bank,우리은행,"[""정진완""]",2018102819.0,서울특별시 중구 소공로 51,,www.wooribank.com,02-2002-3000,18990130.0,14203,20260914,0
411,1101110024698,대한유화(주),"KOREA PETRO CHEMICAL IND CO.,LTD",대한유화,"[""강길순""]",1048106794.0,서울특별시 종로구  자하문로 77 유남빌딩,,www.kpic.co.kr,02-2122-1515,19700602.0,866,20260914,1
420,1101110025943,한국증권금융주식회사,THE KOREA SECURITIES FINANCE CORPORATION,한국증권금융,"[""김정각""]",1168102898.0,서울특별시 영등포구 국제금융로8길 10 한국증권금융,,www.ksfc.co.kr,02-3770-8800,19551001.0,552,20260914,0
426,1101110026181,(주)삼양홀딩스,Samyang Holdings Corporation,삼양홀딩스,"[""엄태웅""]",2088101320.0,서울특별시 종로구 종로33길 31,,www.samyang.com,02-740-7114,19241001.0,145,20260914,1
427,1101110026206,주식회사 DB하이텍,"DB HiTek Co.,LTD",DB하이텍,"[""조기석""]",2118110771.0,경기도 부천시 수도로 90 (주)DB하이텍,,www.dbhitek.co.kr,032-680-4700,19530428.0,2221,20260914,1
432,1101110026420,안국약품(주),"AHN-GOOK PHARMACEUTICAL Co., Ltd.",안국약품,"[""어진"", ""박인철""]",1188104188.0,경기도 과천시 과천대로7길 12 (갈현동) 프리즘스퀘어2 A동,,www.ahn-gook.com,02  -3289-4221,19590212.0,424,20260914,0
437,1101110026644,(주)아모레퍼시픽홀딩스,AMOREPACIFIC Holdings Corp.,아모레퍼시픽홀딩스,"[""서경배"", ""이상목""]",1068100011.0,서울특별시 용산구 한강대로 100 (한강로2가),,www.apgroup.com,02-6040-5114,19590306.0,60,20260914,1
438,1101110026652,제일파마홀딩스(주),JEIL PHARMA HOLDINGS INC.,제일파마홀딩스,"[""한상철""]",1148101234.0,서울특별시 서초구 사평대로 343,,www.jeilpharm.co.kr,02-549-7451,19590307.0,40,20260914,1
459,1101110027569,삼영무역(주),"SAMYUNG TRADING CO.,LTD",삼영무역,"[""이승용""]",1058155304.0,서울특별시 마포구  양화로 111,,www.samyung.co.kr,02-320-4000,19591016.0,51,20260914,1
460,1101110027593,(주)선앤엘,"SUN&L CO.,LTD",SUN&L,"[""이윤규""]",1098133530.0,인천광역시 중구 월미로 96,,sunandl.com/,032-770-3000,19591017.0,251,20260914,1
465,1101110027858,극동건설(주),Kukdong Engineering & Construction Co.,극동건설,"[""박용득""]",2018145083.0,"경기도 안양시 동안구 시민대로 361 1동 615호 (관양동, 에이스평촌타워)",,www.kukdong.co.kr,02-2280-6114,19470428.0,225,20260914,0
472,1101110028145,해성산업(주),"Haesung Industrial Co., Ltd.",해성산업,"[""조성래""]",1208116746.0,서울 강남구 대치3동 942,,www.haesungind.co.kr,02-528-1246,19540205.0,26,20260914,0
481,1101110028541,금호전기(주),"KUMHO ELECTRIC CO.,LTD",금호전기,"[""이홍민""]",1058100527.0,서울특별시 구로구 디지털로33길 48 대륭포스트타워7차 17층,,www.khe.co.kr,02-1566-2718,19350525.0,81,20260914,1
484,1101110028591,하이트진로(주),HITE JINRO,하이트진로,"[""장인섭""]",2148100777.0,서울특별시 강남구 영동대로 714,,www.hitejinro.com,02-3219-0114,19540615.0,2935,20260914,1
490,1101110028848,(주)신세계,SHINSEGAE Inc.,신세계,"[""박주형""]",2018132195.0,서울특별시 중구  소공로 63 (충무로1가) 신세계백화점건물 (주)신세계,,www.shinsegae.com,02-727-1234,19551209.0,2634,20260914,1
491,1101110028939,케이비아이동국실업(주),"KBI DONGKOOK IND CO., LTD",케이비아이동국실업,"[""김용희""]",1068112972.0,서울특별시 용산구  한강대로 350,,kbidongkook.com,02-754-2961,19551229.0,421,20260914,1
492,1101110028955,(주)종근당홀딩스,CHONGKUNDANG HOLDINGS CORP.,종근당홀딩스,"[""최희남""]",1138106667.0,서울특별시 서대문구  충정로 8 종근당빌딩,,www.ckd-holdings.com,02-6373-0600,19560110.0,38,20260914,1
509,1101110029721,AK홀딩스(주),"AK Holdings, Inc.",AK홀딩스,"[""고준"", ""채형석"", ""채동석""]",1138110894.0,서울특별시 마포구 양화로 188 -,,www.aekyunggroup.co.kr,02-768-2923,19701013.0,26,20260914,1
520,1101110030405,부광약품(주),"BUKWANG PHARMACEUTICAL IND CO.,LTD",부광약품,"[""이제영""]",1188100450.0,서울특별시 동작구  대방동1길 47,,www.bukwang.co.kr,02-828-8114,19601017.0,650,20260914,1
522,1101110030463,에스지신성건설주식회사,"SG Shinsung Engineering & Construction Co.,Ltd",에스지신성건설,"[""곽상철""]",2208112467.0,"서울특별시 금천구 범안로 1130 1511호 (가산동, 디지털엠파이어빌딩)",,www.sscorp.co.kr,02-3459-2000,19570316.0,37,20260914,0
523,1101110030497,(주)효성,HYOSUNG CORPORATION,효성,"[""조현준"", ""황윤언""]",1058159519.0,서울특별시 마포구  마포대로 119 (공덕동),,www.hyosung.com,02-707-7000,19661103.0,515,20260914,1
524,1101110030528,(주)코오롱,KOLON CORPORATION,코오롱,"[""안병덕"", ""이규호""]",2028144660.0,경기 과천시 별양동 1-23 코오롱타워,,www.kolon.com,02-3677-3114,19570412.0,91,20260914,1
526,1101110030710,아세아(주),"ASIA HOLDINGS CO.,LTD",아세아,"[""이훈범"", ""오기호""]",2208123120.0,서울특별시 강남구  논현로 430 아세아타워빌딩 14층,,asiaholdings.co.kr,02-527-6582,19570427.0,10,20260914,1
530,1101110030934,(주)비비안,VIVIEN CORPORATION,비비안,"[""손영섭""]",1078111092.0,서울특별시 용산구  서빙고로51길 52,,www.vivien.co.kr,02-3780-1114,19570614.0,199,20260914,1
537,1101110031338,동국홀딩스(주),"DONGKUK HOLDINGS CO.,LTD.",동국홀딩스,"[""장세욱""]",2028105158.0,서울특별시 중구  을지로5길 19 페럼타워,,www.dongkuk.co.kr,02-317-1114,19540707.0,44,20260914,1
540,1101110031479,(주)지에스글로벌,GS Global Corp.,GS글로벌,"[""김성원""]",2028133028.0,서울특별시 강남구 논현로 508 GS강남타워,,www.gsgcorp.com,02-2005-5300,19540731.0,271,20260914,1
542,1101110031510,부국증권(주),"BOOKOOK SECURITIES CO.,LTD",부국증권,"[""박현철""]",1168108723.0,서울 영등포구 여의도동 34-2,,www.bookook.co.kr,02-368-9200,19540825.0,288,20260914,1
544,1101110031560,(주)상상인증권,"SANGSANGININVESTMENT&SECURITIES CO.,LTD.",상상인증권,"[""주원""]",1168114318.0,서울특별시 영등포구 여의대로 108 파크원 타워1,,www.sangsanginib.com,02-1566-0900,19540830.0,224,20260914,1
556,1101110032112,(주)TCC스틸,TCC STEEL,TCC스틸,"[""손기영"", ""김영학""]",1078113810.0,경상북도 포항시 남구  괴동로 100,,www.tccsteel.com,02-2633-3311,19590716.0,281,20260914,1
557,1101110032154,국제약품(주),"Kukje Pharma Co., Ltd.",국제약품,"[""남태훈""]",2078100309.0,경기도 성남시 분당구  야탑로 96-8,,www.kukjepharm.co.kr,031-781-9081,19590727.0,272,20260914,1
566,1101110032899,주식회사 티와이엠,TYM CORPORATION,TYM,"[""김희용"", ""김소원""]",1068128552.0,서울특별시 용산구 장문로 52 동빙고동,,tym.world,02-3014-2800,19600201.0,1089,20260914,1
575,1101110033433,에스와이티에스(주),SYTS Corp.,SYTS,"[""허준홍"", ""정대락""]",2208130276.0,서울특별시 강남구 테헤란로 301(역삼동) 삼정개발빌딩 6층,,www.syts.com,02-3453-3961,19571012.0,279,20260914,1
577,1101110033623,피에스텍(주),"PS Tec. Co., Ltd.",피에스텍,"[""황재용""]",2188103742.0,서울특별시 성동구 왕십리로 46(성수동1가),,www.pstec.co.kr,031-3408-1790,19571212.0,169,20260914,0
