episode_id,object_id,object_name,object_count_in_episode
train_ep_000071,obj__large_green_land__da6c2794,large green land,14
train_ep_000071,obj__house__2ca63cdd,house,28
train_ep_000073,obj__bag__4a827154,bag,6
train_ep_000073,obj__filth_from_kingdom__1a138d54,filth from kingdom,14
train_ep_000074,obj__horse__f1bdf5ed,horse,14
train_ep_000074,obj__corn__c548ea99,corn,14
train_ep_000074,obj__tool__39ab32c5,tool,14
train_ep_000074,obj__sheep__23ec24c5,sheep,14
train_ep_000075,obj__highly_fortified_tower__d6964cd0,highly fortified tower,14
train_ep_000076,obj__tree__c0af77cf,tree,14
train_ep_000076,obj__shrub__2f5bae73,shrub,5
train_ep_000077,obj__torch__69756f3c,torch,14
train_ep_000077,obj__scent__8a9191c5,scent,14
train_ep_000077,obj__red_carpet__268d65fc,red carpet,14
train_ep_000078,obj__shelf__1f650330,shelf,14
train_ep_000078,obj__wine__3f206bd2,wine,12
train_ep_000078,obj__bar_stool__3d9b3e79,bar stool,14
train_ep_000078,obj__bar__37b51d19,bar,8
train_ep_000078,obj__market__c1c16452,market,14
train_ep_000078,obj__tavern__7e2c4fe3,tavern,14
train_ep_000078,obj__tempior_market__261e7a56,tempior market,14
train_ep_000079,obj__traveler__8be0c6f8,traveler,14
train_ep_000080,obj__silverware__1d574946,silverware,14
train_ep_000080,obj__beam__5435eeb7,beam,14
train_ep_000080,obj__tapestry__8873d146,tapestry,14
train_ep_000080,obj__banquet__c0d9ac80,banquet,14
train_ep_000080,obj__ornate_throne__6d2124f0,ornate throne,14
train_ep_000081,obj__tapestry__8873d146,tapestry,14
train_ep_000081,obj__tree__c0af77cf,tree,14
train_ep_000081,obj__fairy_lights__688fba7e,fairy lights,14
train_ep_000081,obj__moss__06a311b9,moss,14
train_ep_000081,obj__stone__0a840ef4,stone,12
train_ep_000082,obj__pew__08db7753,pew,28
train_ep_000082,obj__pulpit__7fe264a8,pulpit,14
train_ep_000083,obj__pen__03f00e8e,pen,14
train_ep_000083,obj__clothes_line__34c6b35a,clothes line,28
train_ep_000083,obj__wildflower__0cf83c1b,wildflower,28
train_ep_000083,obj__pen_for_the_chickens__00bc2be0,pen for the chickens,14
train_ep_000083,obj__plain_pretty_basic_wooden_cabin__178f54fc,plain pretty basic wooden cabin,14
train_ep_000084,obj__jewel__29d233ae,jewel,12
train_ep_000084,obj__lean_to_tent__9480ce89,lean-to tent,14
train_ep_000084,obj__bone__a57fc812,bone,14
train_ep_000084,obj__branch__9603a224,branch,8
train_ep_000085,obj__moss__06a311b9,moss,21
train_ep_000085,obj__weed__8417a031,weed,28
train_ep_000086,obj__swamp__5d47a77d,swamp,14
train_ep_000086,obj__earth__852488dd,earth,14
train_ep_000086,obj__building__1b20e902,building,14
train_ep_000086,obj__wood__22811dd9,wood,14
train_ep_000087,obj__statue__a643f0c6,statue,28
train_ep_000087,obj__finest_silk_and_velvet__4b240706,finest silk and velvet,28
train_ep_000087,obj__bed_big__c0df2fb5,bed big,14
train_ep_000087,obj__bed__001cbc05,bed,14
train_ep_000087,obj__pillow__028dbbfa,pillow,14
train_ep_000088,obj__stained_glass__a27f240f,stained glass,14
train_ep_000088,obj__long_wooden_tables__cbdd6e6f,long wooden tables,14
train_ep_000088,obj__goblets__9daf09d5,goblets,7
train_ep_000088,obj__chandelier__9ac23ec9,chandelier,14
train_ep_000088,obj__wooden_table__1c031e74,wooden table,14
train_ep_000088,obj__bench__1d28d258,bench,14
train_ep_000088,obj__food__62506be3,food,10
train_ep_000089,obj__incense__9ce99053,incense,14
train_ep_000089,obj__pew__08db7753,pew,14
train_ep_000089,obj__window__05b8c74c,window,14
train_ep_000089,obj__altar__ff70cae5,altar,14
train_ep_000090,obj__cover__41d0e299,cover,10
train_ep_000090,obj__carving__99524e31,carving,14
train_ep_000090,obj__bed__001cbc05,bed,14
train_ep_000090,obj__throne__253d405e,throne,14
train_ep_000091,obj__weapon__282aa351,weapon,14
train_ep_000091,obj__arrow__9022a153,arrow,14
train_ep_000091,obj__shield__28c69b4c,shield,14
train_ep_000091,obj__sword__f3b462d9,sword,21
train_ep_000091,obj__knife__4cbfe673,knife,14
train_ep_000091,obj__bows__e949ecf5,bows,2
train_ep_000091,obj__gun__5161ebb0,gun,14
train_ep_000091,obj__axe__c89ee4a2,axe,11
train_ep_000091,obj__bow_and_arrow__44d92711,bow and arrow,14
train_ep_000092,obj__quilts__b4282792,quilts,28
train_ep_000092,obj__drapes__05fa6332,drapes,14
train_ep_000092,obj__flower__608f0b98,flower,28
train_ep_000092,obj__table__aab9e1de,table,28
train_ep_000092,obj__tapestry__8873d146,tapestry,28
train_ep_000092,obj__fire_place__c3fff920,fire place,28
train_ep_000092,obj__bed__001cbc05,bed,14
train_ep_000092,obj__big_rug__8b300f23,big rug,14
train_ep_000092,obj__rug__717de68e,rug,14
train_ep_000092,obj__soft_bed__892f4639,soft bed,14
train_ep_000092,obj__trinket__e0221e6c,trinket,19
train_ep_000092,obj__big_window__16ada8d1,big window,14
train_ep_000092,obj__window__05b8c74c,window,14
train_ep_000093,obj__ceiling__246b2dd5,ceiling,9
train_ep_000093,obj__bassinet__f68de0d7,bassinet,18
train_ep_000093,obj__clothes__e7a80f49,clothes,9
train_ep_000093,obj__drapes__05fa6332,drapes,9
train_ep_000093,obj__chair__a09272b5,chair,18
train_ep_000093,obj__painting__6a7c1b1d,painting,9
train_ep_000093,obj__little_wooden_stools__e372025a,little wooden stools,9
train_ep_000094,obj__stall__f0069dfe,stall,14
train_ep_000094,obj__hook__5a582ef1,hook,14
train_ep_000094,obj__tool__39ab32c5,tool,4
train_ep_000094,obj__wood__22811dd9,wood,14
train_ep_000094,obj__lantern__9e87ffce,lantern,10
train_ep_000094,obj__hay__4982b37a,hay,14
train_ep_000095,obj__knife__4cbfe673,knife,28
train_ep_000095,obj__basin_for_water__55a3f7f1,basin for water,28
train_ep_000095,obj__food_item__8103f77a,food item,14
train_ep_000095,obj__bucket__c2bfd017,bucket,14
train_ep_000095,obj__cabinet__6f796183,cabinet,28
train_ep_000095,obj__tool__39ab32c5,tool,28
train_ep_000095,obj__bottles__529ec26c,bottles,8
train_ep_000095,obj__tile__13181d8c,tile,14
train_ep_000096,obj__pot__ecbfde13,pot,12
train_ep_000096,obj__shelf__1f650330,shelf,14
train_ep_000096,obj__stone_oven__16b9fb23,stone oven,14
train_ep_000096,obj__counter__886bb73b,counter,14
train_ep_000096,obj__other_tools__4983ca9c,other tools,7
train_ep_000096,obj__plate__5da21a3e,plate,14
train_ep_000096,obj__cupboard__cba460ea,cupboard,14
train_ep_000097,obj__stage__9a8c2b9d,stage,14
train_ep_000097,obj__tapestrie__a044fda2,tapestrie,14
train_ep_000097,obj__bench__1d28d258,bench,14
train_ep_000097,obj__long_wooden_dining_table__5e130bd0,long wooden dining table,14
train_ep_000098,obj__end_table__f29d2ad1,end table,14
train_ep_000098,obj__table__aab9e1de,table,14
train_ep_000098,obj__shelf__1f650330,shelf,14
train_ep_000098,obj__chair__a09272b5,chair,28
train_ep_000098,obj__window__05b8c74c,window,14
train_ep_000098,obj__vase__324aeae7,vase,14
train_ep_000098,obj__chaises__e2ce35dc,chaises,14
train_ep_000098,obj__bench__1d28d258,bench,14
train_ep_000098,obj__tapestry__8873d146,tapestry,14
train_ep_000098,obj__flower__608f0b98,flower,14
train_ep_000099,obj__bed__001cbc05,bed,28
train_ep_000099,obj__wooden_chest__37f24596,wooden chest,14
train_ep_000099,obj__guards_toilet_basin__cb0fb522,guards toilet basin,14
train_ep_000100,obj__bush__dbbc546e,bush,28
train_ep_000100,obj__bed__001cbc05,bed,28
train_ep_000100,obj__table__aab9e1de,table,14
train_ep_000100,obj__plate__5da21a3e,plate,14
train_ep_000100,obj__baskets_of_flowers__ccff3130,baskets of flowers,8
train_ep_000100,obj__small_vine__101a74df,small vine,14
train_ep_000100,obj__seat__554e4b55,seat,28
train_ep_000100,obj__plant__9ea0a36b,plant,28
train_ep_000100,obj__ceiling__246b2dd5,ceiling,14
train_ep_000100,obj__wall__2d86bdac,wall,14
train_ep_000100,obj__flower__608f0b98,flower,14
train_ep_000100,obj__cup__f3f58ee4,cup,14
train_ep_000101,obj__table__aab9e1de,table,28
train_ep_000101,obj__daimond__60759e19,daimond,13
train_ep_000101,obj__sapphire__94149db1,sapphire,14
train_ep_000101,obj__ruby__58e53d13,ruby,14
train_ep_000101,obj__stained_glass_window__d86160f4,stained-glass window,14
train_ep_000101,obj__altar__ff70cae5,altar,14
train_ep_000101,obj__cross__22aadb26,cross,14
train_ep_000102,obj__long_table__bfcbcb84,long table,14
train_ep_000102,obj__crystal__cc989606,crystal,14
train_ep_000102,obj__picture__5456fc54,picture,14
train_ep_000102,obj__polished_gold__49517d05,polished gold,14
train_ep_000102,obj__sapphire__94149db1,sapphire,8
train_ep_000103,obj__insect__dce41a93,insect,14
train_ep_000103,obj__grass__09d440e4,grass,14
train_ep_000103,obj__river__a5b03048,river,28
train_ep_000103,obj__riverbank__fb2793d9,riverbank,14
train_ep_000103,obj__fish__83e4a96a,fish,14
train_ep_000104,obj__book__821f0328,book,28
train_ep_000104,obj__more_than_king_sized_bed__0b38bafc,more-than-king-sized bed,3
train_ep_000104,obj__desk__b506e098,desk,14
train_ep_000104,obj__royal_blue_canopy__6e50eb42,royal blue canopy,14
train_ep_000104,obj__chair__a09272b5,chair,14
train_ep_000105,obj__jewelry__449de323,jewelry,14
train_ep_000105,obj__makeshift_stall__517d1acb,makeshift stall,14
train_ep_000105,obj__bauble__06dea58b,bauble,14
train_ep_000105,obj__stone__0a840ef4,stone,12
train_ep_000105,obj__gold_in_his_pocket__bb34f1fa,gold in his pocket,10
train_ep_000105,obj__trinket__e0221e6c,trinket,14
train_ep_000106,obj__flower__608f0b98,flower,14
train_ep_000106,obj__fetilizer__7bcd6e83,fetilizer,10
train_ep_000107,obj__book__821f0328,book,14
train_ep_000107,obj__table__aab9e1de,table,14
train_ep_000107,obj__shelf__1f650330,shelf,14
train_ep_000107,obj__cookpot__2bf72dd5,cookpot,14
train_ep_000107,obj__plate__5da21a3e,plate,4
train_ep_000107,obj__candle__ce23a732,candle,14
train_ep_000107,obj__meat__07202a7e,meat,7
train_ep_000107,obj__silverware__1d574946,silverware,14
train_ep_000108,obj__bone__a57fc812,bone,10
train_ep_000108,obj__flower__608f0b98,flower,14
train_ep_000108,obj__dirt__c90b1198,dirt,14
train_ep_000109,obj__balcony__d85f7317,balcony,14
train_ep_000109,obj__rug__717de68e,rug,14
train_ep_000109,obj__doorway__8d60d347,doorway,14
train_ep_000109,obj__staircase__7dbf02f9,staircase,14
