episode_id,location_id,location_name,location_category
train_ep_000072,loc__land_beyond_the_wasteland__0b3b29ad,land beyond the wasteland,Abandoned
train_ep_000073,loc__behind_the_servant_quarters__9413241c,behind the servant quarters,Wasteland
train_ep_000074,loc__adjacent_to_the_guest_castle__7becb0d5,adjacent to the guest castle,Farm
train_ep_000075,loc__inside_the_king_s_castle__afab450e,inside the king's castle,Inside Tower
train_ep_000076,loc__across_the_king_s_garden__82bbf802,across the king's garden,Trail
train_ep_000077,loc__within_the_king_s_mansion__ffdc1072,within the king's mansion,Inside Temple
train_ep_000078,loc__market_center__f92392bc,market center,Tavern
train_ep_000079,loc__bar__37b51d19,bar,Tavern
train_ep_000080,loc__banquet_hall__b7ba191c,banquet hall,Inside Castle
train_ep_000081,loc__entrance_to_castle__6ce4a988,entrance to castle,Outside Castle
train_ep_000082,loc__pew__08db7753,pew,Inside Church
train_ep_000083,loc__cabin__92faafe2,cabin,Countryside
train_ep_000084,loc__shop_in_bazaar__bb1b9374,shop in bazaar,Bazaar
train_ep_000085,loc__entrance_to_church__2ba81d25,entrance to church,Outside Church
train_ep_000086,loc__witch_s_house__f92034cd,witch's house,Swamp
train_ep_000087,loc__queen_s_chamber__e51179c6,queen's chamber,Inside Palace
train_ep_000088,loc__dining_hall__10c40af2,dining hall,Inside Palace
train_ep_000089,loc__nave__bfe4b52c,nave,Inside Church
train_ep_000090,loc__king_s_quarters__b44e1648,king's quarters,Shore
train_ep_000091,loc__weapon_closet__20098437,weapon closet,Inside Tower
train_ep_000092,loc__princess_chamber__b18da5a3,princess' chamber,Inside Tower
train_ep_000093,loc__nursery__a718a874,nursery,Inside Palace
train_ep_000094,loc__royal_stables__25af2687,royal stables,Outside Castle
train_ep_000095,loc__kitchen__09228dac,kitchen,Tavern
train_ep_000096,loc__kitchen__09228dac,kitchen,Inside Cottage
train_ep_000097,loc__dining_hall__10c40af2,dining hall,Inside Castle
train_ep_000098,loc__library__d521f765,library,Inside Castle
train_ep_000099,loc__barracks__2ce29011,barracks,Outside Castle
train_ep_000100,loc__brush_den__e1300d94,brush den,Forest
train_ep_000101,loc__next_to_an_altar__6252d8d6,next to an altar,Inside Church
train_ep_000102,loc__ball_room__e26306dc,ball room,Inside Palace
train_ep_000103,loc__along_the_banks_of_a_river_in_the_forest__1893d3d3,along the banks of a river in the forest,Forest
train_ep_000104,loc__king_s_bedroom__03fb30e9,king's bedroom,Inside Palace
train_ep_000105,loc__jewelry_stall__2ec13fd4,jewelry stall,Bazaar
train_ep_000106,loc__winter_gardens__e59bb816,winter gardens,Outside Tower
train_ep_000107,loc__servant_s_quarters__2ab37024,servant's quarters,Inside Palace
train_ep_000108,loc__cursed_grave__7f5aabe1,cursed grave,Graveyard
train_ep_000109,loc__foyer__114ad31a,foyer,Inside Palace
train_ep_000110,loc__hall_of_the_goddess__7c0819d4,hall of the goddess,Inside Temple
train_ep_000111,loc__king_s_quarters__b44e1648,king's quarters,Shore
train_ep_000112,loc__princess_chamber__b18da5a3,princess' chamber,Inside Tower
train_ep_000113,loc__inside_church__aab73af9,inside church,Inside Church
train_ep_000114,loc__nursery__a718a874,nursery,Inside Palace
train_ep_000115,loc__royal_stables__25af2687,royal stables,Outside Castle
train_ep_000116,loc__kitchen__09228dac,kitchen,Tavern
train_ep_000117,loc__boathouse__f1916d48,boathouse,Swamp
train_ep_000118,loc__kitchen__09228dac,kitchen,Inside Cottage
train_ep_000119,loc__courtyard__2c2bf458,courtyard,Outside Palace
train_ep_000120,loc__troll_s_lair__218cc09b,troll's lair,Cave
train_ep_000121,loc__barracks__2ce29011,barracks,Outside Castle
train_ep_000122,loc__throne_room__f4977c99,throne room,Inside Tower
train_ep_000123,loc__next_to_an_altar__6252d8d6,next to an altar,Inside Church
train_ep_000124,loc__ball_room__e26306dc,ball room,Inside Palace
train_ep_000125,loc__along_the_banks_of_a_river_in_the_forest__1893d3d3,along the banks of a river in the forest,Forest
train_ep_000126,loc__jewelry_stall__2ec13fd4,jewelry stall,Bazaar
train_ep_000127,loc__cursed_grave__7f5aabe1,cursed grave,Graveyard
train_ep_000128,loc__winter_gardens__e59bb816,winter gardens,Outside Tower
train_ep_000129,loc__servant_s_quarters__2ab37024,servant's quarters,Inside Palace
train_ep_000130,loc__foyer__114ad31a,foyer,Inside Palace
train_ep_000131,loc__hall_of_the_goddess__7c0819d4,hall of the goddess,Inside Temple
train_ep_000132,loc__beside_church_pews__8d83bdb7,beside church pews,Inside Church
train_ep_000133,loc__tower_dungeon__3b953217,tower dungeon,Inside Tower
train_ep_000134,loc__beside_church_entrance__2206aedf,beside church entrance,Outside Church
train_ep_000135,loc__castle_armory__c05c8115,castle armory,Inside Castle
train_ep_000136,loc__palace_ballroom__e83afcc3,palace ballroom,Inside Palace
train_ep_000137,loc__church_altar__b46bba3c,church altar,Inside Church
train_ep_000138,loc__small_hut__78dbc695,small hut,Jungle
train_ep_000139,loc__inside_temple_crypt__eb261a98,inside temple crypt,Inside Temple
train_ep_000140,loc__towering_mesa__148ef02b,towering mesa,Desert
train_ep_000141,loc__stable__f40faf63,stable,Outside Castle
train_ep_000142,loc__sitting_room__152ab82c,sitting room,Inside Cottage
train_ep_000143,loc__lonely_island__941f1782,lonely island,Abandoned
train_ep_000144,loc__public_execution_stand__ec1c97f7,public execution stand,Bazaar
train_ep_000145,loc__weapon_room__a7162ba9,weapon room,Inside Temple
train_ep_000146,loc__clearing__5832a4d8,clearing,Jungle
train_ep_000147,loc__courtyard__2c2bf458,courtyard,Outside Palace
train_ep_000148,loc__stable__f40faf63,stable,Outside Palace
train_ep_000149,loc__hidden_passageway__d7cdebb5,hidden passageway,Inside Temple
train_ep_000150,loc__grand_ballroom__52b4001e,grand ballroom,Inside Castle
train_ep_000151,loc__weathered_shack__8c23b906,weathered shack,Abandoned
train_ep_000152,loc__staircase__7dbf02f9,staircase,Inside Tower
train_ep_000153,loc__prisoner_s_cell__bf78e6a1,prisoner's cell,Dungeon
train_ep_000154,loc__knight_s_hunting_ground__09b79c95,knight's hunting ground,Trail
train_ep_000155,loc__priest_s_chambers__1ebce5c5,priest's chambers,Inside Temple
train_ep_000156,loc__kitchen__09228dac,kitchen,Inside Castle
train_ep_000157,loc__king_s_chambers__e3e597fe,king's chambers,Inside Palace
train_ep_000158,loc__master_bedroom__ee30383a,master bedroom,Inside Castle
train_ep_000159,loc__outpost__9e81fdfb,outpost,Mountain
train_ep_000160,loc__front_of_the_cottage__908b24e7,front of the cottage,Outside Cottage
train_ep_000161,loc__village_at_the_base_of_the_mountain__47dbe2ea,village at the base of the mountain,Mountain
train_ep_000162,loc__armory__f1c6e216,armory,Inside Tower
train_ep_000163,loc__bandit_lair__90d428ee,bandit lair,Cave
train_ep_000164,loc__confession_box__fb7e21f1,confession box,Inside Church
train_ep_000165,loc__tent__7b65dcf0,tent,Desert
train_ep_000166,loc__inside_the_temple__573b0d5f,inside the temple,Inside Temple
train_ep_000167,loc__forest__f379cfd7,forest,Countryside
train_ep_000168,loc__lush_meadow_in_the_country_side__d9fa9500,lush meadow in the country side,Countryside
train_ep_000169,loc__kings_bed_room__b1f6b2b3,kings bed room,Inside Castle
train_ep_000170,loc__front_row__ec5571ef,front row,Inside Church
train_ep_000171,loc__primary_cave__755e8817,primary cave,Cave
train_ep_000172,loc__desert_tent__a1a041ce,desert tent,Wasteland
train_ep_000173,loc__northern_shore__e8588ae1,northern shore,Lake
train_ep_000174,loc__grassy_plains__ecb71cc6,grassy plains,Trail
train_ep_000175,loc__dancing_stoat__a6b60c83,dancing stoat,Town
train_ep_000176,loc__banquet_hall__b7ba191c,banquet hall,Inside Castle
train_ep_000177,loc__temple_gardens__e5c59366,temple gardens,Outside Temple
train_ep_000178,loc__church_field__80ff45f8,church field,Outside Church
train_ep_000179,loc__small_church__9543420f,small church,Inside Church
train_ep_000180,loc__enormous_church_entrance_door__4425590a,enormous church entrance door,Outside Church
train_ep_000181,loc__castle_courtyard_bazaar__f18a3852,castle courtyard bazaar,Bazaar
train_ep_000182,loc__unexplored_jungle__ff39ded3,unexplored jungle,Jungle
train_ep_000183,loc__inside_temple__78c8ad2b,inside temple,Inside Temple
train_ep_000184,loc__great_hall__91ce0dd0,great hall,Inside Tower
train_ep_000185,loc__bamboo_hut__fe75e1af,bamboo hut,Jungle
train_ep_000186,loc__dungeon__e0dc3209,dungeon,Inside Palace
train_ep_000187,loc__path_in_forest__b615034b,path in forest,Trail
train_ep_000188,loc__prayer_room__b4ab9d1e,prayer room,Inside Temple
train_ep_000189,loc__barn__5dfcc0aa,barn,Farm
train_ep_000190,loc__cemetery__dccbebc2,cemetery,Graveyard
train_ep_000191,loc__meadow__07a42035,meadow,Countryside
train_ep_000192,loc__queen_s_bedchamber__25802711,queen's bedchamber,Inside Palace
train_ep_000193,loc__altar_room__cbf077bb,altar room,Inside Temple
train_ep_000194,loc__cave__e386df9e,cave,Mountain
train_ep_000195,loc__confessional__f24d3972,confessional,Inside Church
train_ep_000196,loc__torture_room__87c0e788,torture room,Dungeon
train_ep_000197,loc__island__3dbacfd7,island,Lake
train_ep_000198,loc__bar__37b51d19,bar,Tavern
train_ep_000199,loc__watchtower__2275d0f0,watchtower,Outside Tower
train_ep_000200,loc__port_tavern__48d771c2,port tavern,Port
train_ep_000201,loc__prison_room__075cec3e,prison room,Inside Tower
train_ep_000202,loc__dungeon__e0dc3209,dungeon,Inside Castle
train_ep_000203,loc__opening_to_the_drawbridge_of_the_castle__7901de11,opening to the drawbridge of the castle,Trail
train_ep_000204,loc__troll_s_bridge__934a7368,troll's bridge,Swamp
train_ep_000205,loc__barn__5dfcc0aa,barn,Farm
train_ep_000206,loc__abandoned_castle_on_an_ocean_cliff_side__2a4a7700,abandoned castle on an ocean cliff side,Abandoned
train_ep_000207,loc__inside_the_fairies_church__7a838b07,inside the fairies church,Inside Church
train_ep_000208,loc__wizard_s_quarters__e0890c7c,wizard's quarters,Outside Tower
train_ep_000209,loc__castle__9355a9f9,castle,Inside Castle
train_ep_000210,loc__cave__e386df9e,cave,Cave
train_ep_000211,loc__castle__9355a9f9,castle,Inside Castle
train_ep_000212,loc__tower__79835ea3,tower,Inside Tower
train_ep_000213,loc__tower__79835ea3,tower,Outside Tower
train_ep_000214,loc__royal_gardens__e410d0fe,royal gardens,Outside Palace
train_ep_000215,loc__inside_the_temple__573b0d5f,inside the temple,Inside Temple
train_ep_000216,loc__cave__e386df9e,cave,Cave
train_ep_000217,loc__lake__97d986e2,lake,Lake
train_ep_000218,loc__mud_pit__7a862ed0,mud pit,Jungle
train_ep_000219,loc__royal_kitchen__fca4f709,royal kitchen,Inside Palace
train_ep_000220,loc__inside_tower__3d67c0a7,inside tower,Inside Tower
train_ep_000221,loc__abandoned_shack__d3865a64,abandoned shack,Wasteland
train_ep_000222,loc__princess_library__7426d41f,princess' library,Inside Palace
train_ep_000223,loc__yurt__e67b7569,yurt,Desert
train_ep_000224,loc__spice_stall__5ddd9bb4,spice stall,Bazaar
train_ep_000225,loc__bathroom__67518d64,bathroom,Inside Tower
train_ep_000226,loc__main_hall__8f1c5099,main hall,Inside Palace
train_ep_000227,loc__town_square__4d10acd1,town square,Town
train_ep_000228,loc__living_quarters__26fbc0ca,living quarters,Farm
train_ep_000229,loc__kings_chambers__3b38188f,kings chambers,Inside Palace
train_ep_000230,loc__courtyard__2c2bf458,courtyard,Outside Palace
train_ep_000231,loc__large_galleon__0e3d3ca8,large galleon,Port
train_ep_000232,loc__tree_house__493a5d1a,tree house,Jungle
train_ep_000233,loc__dark_cave__b9185199,dark cave,Cave
train_ep_000234,loc__top_side_tower_overlooking_view__8b843a89,top side tower overlooking view,Outside Tower
train_ep_000235,loc__black_smiths_shop__5379f4dc,black smiths shop,Town
train_ep_000236,loc__lakeside_house__e89e18cd,lakeside house,Lake
train_ep_000237,loc__torture_chamber__11dfca19,torture chamber,Dungeon
train_ep_000238,loc__treasure_room__5acf31fd,treasure room,Inside Castle
train_ep_000239,loc__underground_cavern__2714911b,underground cavern,Cave
train_ep_000240,loc__choir_room__35978911,choir room,Inside Church
train_ep_000241,loc__moat__3c3a57f1,moat,Outside Palace
train_ep_000242,loc__bedroom__cff8b1fe,bedroom,Inside Cottage
train_ep_000243,loc__gathering_room__2b59ea3f,gathering room,Inside Cottage
train_ep_000244,loc__top_of_a_tall_tree__6c2eb414,top of a tall tree,Jungle
train_ep_000245,loc__waterfall__911b1ca4,waterfall,Mountain
train_ep_000246,loc__grand_dancing_hall__7dd99710,grand dancing hall,Inside Palace
train_ep_000247,loc__scenic_overlook__9ccff5f9,scenic overlook,Trail
train_ep_000248,loc__secret_oasis__4b7fea6a,secret oasis,Desert
train_ep_000249,loc__town__7198cda5,town,Town
train_ep_000250,loc__tombstones_of_the_kings__f98f35ed,tombstones of the kings,Graveyard
train_ep_000251,loc__rectory__af9459b5,rectory,Inside Church
train_ep_000252,loc__meditation_room__40c0a44e,meditation room,Inside Temple
train_ep_000253,loc__loading_dock__2e35f637,loading dock,Port
train_ep_000254,loc__tower_base__11a0e527,tower base,Outside Tower
train_ep_000255,loc__oracle_cave__d32dc815,oracle cave,Mountain
train_ep_000256,loc__spiral_staircase__031e4915,spiral staircase,Inside Tower
train_ep_000257,loc__marketplace__bc5986eb,marketplace,Port
train_ep_000258,loc__behind_the_servant_quarters__9413241c,behind the servant quarters,Wasteland
train_ep_000259,loc__land_beyond_the_wasteland__0b3b29ad,land beyond the wasteland,Abandoned
train_ep_000260,loc__adjacent_to_the_guest_castle__7becb0d5,adjacent to the guest castle,Farm
train_ep_000261,loc__inside_the_king_s_castle__afab450e,inside the king's castle,Inside Tower
train_ep_000262,loc__across_the_king_s_garden__82bbf802,across the king's garden,Trail
train_ep_000263,loc__within_the_king_s_mansion__ffdc1072,within the king's mansion,Inside Temple
train_ep_000264,loc__banquet_hall__b7ba191c,banquet hall,Inside Castle
train_ep_000265,loc__entrance_to_castle__6ce4a988,entrance to castle,Outside Castle
train_ep_000266,loc__cabin__92faafe2,cabin,Countryside
train_ep_000267,loc__pew__08db7753,pew,Inside Church
train_ep_000268,loc__dock__05debdb8,dock,Lake
train_ep_000269,loc__dock_at_the_port__eaf44017,dock at the port,Port
train_ep_000270,loc__shop_in_bazaar__bb1b9374,shop in bazaar,Bazaar
train_ep_000271,loc__entrance_to_church__2ba81d25,entrance to church,Outside Church
train_ep_000272,loc__within_the_walls_of_the_city__ccd0198d,within the walls of the city,Inside Tower
train_ep_000273,loc__queen_s_chamber__e51179c6,queen's chamber,Inside Palace
train_ep_000274,loc__dining_hall__10c40af2,dining hall,Inside Palace
train_ep_000275,loc__nave__bfe4b52c,nave,Inside Church
train_ep_000276,loc__king_s_quarters__b44e1648,king's quarters,Shore
train_ep_000277,loc__weapon_closet__20098437,weapon closet,Inside Tower
train_ep_000278,loc__inside_church__aab73af9,inside church,Inside Church
train_ep_000279,loc__princess_chamber__b18da5a3,princess' chamber,Inside Tower
train_ep_000280,loc__alchemists_lab__d5456245,alchemists lab,Inside Tower
train_ep_000281,loc__nursery__a718a874,nursery,Inside Palace
train_ep_000282,loc__royal_stables__25af2687,royal stables,Outside Castle
train_ep_000283,loc__kitchen__09228dac,kitchen,Tavern
train_ep_000284,loc__boathouse__f1916d48,boathouse,Swamp
train_ep_000285,loc__dining_hall__10c40af2,dining hall,Inside Castle
train_ep_000286,loc__kitchen__09228dac,kitchen,Inside Cottage
train_ep_000287,loc__troll_s_lair__218cc09b,troll's lair,Cave
train_ep_000288,loc__next_to_an_altar__6252d8d6,next to an altar,Inside Church
train_ep_000289,loc__inside_cottage_kitchen__5eaa1ce9,inside cottage kitchen,Inside Cottage
train_ep_000290,loc__hillside_manor__b1ec6b5a,hillside manor,Countryside
train_ep_000291,loc__pig_pen__cd6444b3,pig pen,Countryside
train_ep_000292,loc__tower_dungeon__3b953217,tower dungeon,Inside Tower
train_ep_000293,loc__palace_ballroom__e83afcc3,palace ballroom,Inside Palace
train_ep_000294,loc__castle_armory__c05c8115,castle armory,Inside Castle
train_ep_000295,loc__church_altar__b46bba3c,church altar,Inside Church
train_ep_000296,loc__inside_temple_crypt__eb261a98,inside temple crypt,Inside Temple
train_ep_000297,loc__lonely_island__941f1782,lonely island,Abandoned
train_ep_000298,loc__gold_mine__23a64f00,gold mine,Abandoned
train_ep_000299,loc__stable__f40faf63,stable,Outside Castle
train_ep_000300,loc__sitting_room__152ab82c,sitting room,Inside Cottage
train_ep_000301,loc__fountain__79de7a61,fountain,Graveyard
train_ep_000302,loc__stained_glass_room__fe4963f3,stained glass room,Inside Church
train_ep_000303,loc__hall_of_echoes__55050f7d,hall of echoes,Inside Temple
train_ep_000304,loc__murder_hole__da3df777,murder hole,Inside Tower
train_ep_000305,loc__bank__bd5af1f6,bank,Swamp
train_ep_000306,loc__ruined_house__b253dd25,ruined house,Abandoned
train_ep_000307,loc__storage_room__ab9f0184,storage room,Dungeon
train_ep_000308,loc__study_room__5698bd87,study room,Inside Church
train_ep_000309,loc__dock__05debdb8,dock,Port
train_ep_000310,loc__small_graveyard__d12232a8,small graveyard,Outside Cottage
train_ep_000311,loc__stable__f40faf63,stable,Farm
train_ep_000312,loc__armory__f1c6e216,armory,Inside Castle
train_ep_000313,loc__storage_room__ab9f0184,storage room,Tavern
train_ep_000314,loc__clearing__5832a4d8,clearing,Jungle
train_ep_000315,loc__nave__bfe4b52c,nave,Inside Church
train_ep_000316,loc__graveyard__7b3ab674,graveyard,Outside Church
train_ep_000317,loc__courtyard__2c2bf458,courtyard,Outside Palace
train_ep_000318,loc__torture_room__87c0e788,torture room,Dungeon
train_ep_000319,loc__town_square__4d10acd1,town square,Town
train_ep_000320,loc__old_crypt__9f170f50,old crypt,Graveyard
train_ep_000321,loc__castle_kitchen__b00392de,castle kitchen,Inside Castle
train_ep_000322,loc__weathered_shack__8c23b906,weathered shack,Abandoned
train_ep_000323,loc__maidens_cottage__ce8fe6f9,maidens cottage,Countryside
train_ep_000324,loc__tree_of_spirits__e757fcef,tree of spirits,Trail
train_ep_000325,loc__royal_tomb__1b57a10e,royal tomb,Inside Temple
train_ep_000326,loc__popes_dormitory__ddb11751,popes dormitory,Inside Church
train_ep_000327,loc__horse_s_stables__0cd4df4c,horse's stables,Outside Cottage
train_ep_000328,loc__hunting_grounds__6ac15b3d,hunting grounds,Trail
train_ep_000329,loc__queen_s_quarters__22b70e95,queen's quarters,Inside Palace
train_ep_000330,loc__cemetery__dccbebc2,cemetery,Wasteland
train_ep_000331,loc__artillery_room__9af01c49,artillery room,Inside Tower
train_ep_000332,loc__knight_s_hunting_ground__09b79c95,knight's hunting ground,Trail
train_ep_000333,loc__priest_s_chambers__1ebce5c5,priest's chambers,Inside Temple
train_ep_000334,loc__royal_shipyard__fc976e6e,royal shipyard,Port
train_ep_000335,loc__village_at_the_base_of_the_mountain__47dbe2ea,village at the base of the mountain,Mountain
train_ep_000336,loc__armory__f1c6e216,armory,Inside Tower
train_ep_000337,loc__ruin_of_a_house__62eef8f7,ruin of a house,Wasteland
train_ep_000338,loc__tent__7b65dcf0,tent,Desert
train_ep_000339,loc__inside_the_temple__573b0d5f,inside the temple,Inside Temple
train_ep_000340,loc__boat_house__62b9e6c4,boat house,Port
train_ep_000341,loc__kings_bedroom__64489025,kings bedroom,Inside Castle
train_ep_000342,loc__forest__f379cfd7,forest,Countryside
train_ep_000343,loc__lush_meadow_in_the_country_side__d9fa9500,lush meadow in the country side,Countryside
train_ep_000344,loc__kings_bed_room__b1f6b2b3,kings bed room,Inside Castle
train_ep_000345,loc__ferry_terminal__e6bf99dd,ferry terminal,Port
train_ep_000346,loc__bed_chambers__67892844,bed chambers,Inside Palace
train_ep_000347,loc__temple_foyer__c0b5e90a,temple foyer,Inside Temple
train_ep_000348,loc__front_altar__819cc2dd,front altar,Inside Temple
train_ep_000349,loc__desert_tent__a1a041ce,desert tent,Wasteland
train_ep_000350,loc__northern_shore__e8588ae1,northern shore,Lake
train_ep_000351,loc__grassy_plains__ecb71cc6,grassy plains,Trail
train_ep_000352,loc__great_armory__8a3248e6,great armory,Inside Castle
train_ep_000353,loc__dancing_stoat__a6b60c83,dancing stoat,Town
train_ep_000354,loc__paladins_memorial_chapel__3b8a3ef4,paladins' memorial chapel,Inside Church
train_ep_000355,loc__banquet_hall__b7ba191c,banquet hall,Inside Castle
train_ep_000357,loc__pond__d873154f,pond,Wasteland
train_ep_000358,loc__horse_stables__3ab0f4c8,horse stables,Outside Castle
train_ep_000359,loc__rectory__af9459b5,rectory,Inside Church
train_ep_000360,loc__orc_cave__9c2ad64e,orc cave,Cave
train_ep_000361,loc__church_entryway__b0c14c9f,church entryway,Inside Church
train_ep_000362,loc__large_farm__653ba215,large farm,Farm
train_ep_000363,loc__firewood_forest__049c4d45,firewood forest,Forest
train_ep_000364,loc__church_field__80ff45f8,church field,Outside Church
train_ep_000365,loc__lower_dungeon_guard_room__f88d3041,lower dungeon guard room,Dungeon
train_ep_000366,loc__in_front_of_a_stone_tower__79dd0512,in front of a stone tower,Outside Tower
train_ep_000367,loc__hilltop_temple_grounds__9a75117c,hilltop temple grounds,Outside Temple
train_ep_000368,loc__castle_maids_room__208d485a,castle maids' room,Inside Castle
train_ep_000369,loc__turquoise_shore__9c4dff53,turquoise shore,Shore
train_ep_000370,loc__forsaken_castle__e4d7c5af,forsaken castle,Abandoned
train_ep_000371,loc__abandoned_mine__75691f18,abandoned mine,Mountain
train_ep_000372,loc__fishmonger_s_stall__b989772f,fishmonger's stall,Port
train_ep_000373,loc__beach__7193529a,beach,Shore
train_ep_000374,loc__abandoned_mine__75691f18,abandoned mine,Abandoned
train_ep_000375,loc__bamboo_hut__fe75e1af,bamboo hut,Jungle
train_ep_000376,loc__dungeon__e0dc3209,dungeon,Inside Palace
train_ep_000377,loc__prayer_room__b4ab9d1e,prayer room,Inside Temple
train_ep_000378,loc__barn__5dfcc0aa,barn,Farm
train_ep_000379,loc__cemetery__dccbebc2,cemetery,Graveyard
train_ep_000380,loc__hilltop_temple_grounds__9a75117c,hilltop temple grounds,Outside Temple
train_ep_000381,loc__castle_maids_room__208d485a,castle maids' room,Inside Castle
train_ep_000382,loc__privy_room__3e3bfa73,privy room,Inside Castle
train_ep_000383,loc__inside_temple__78c8ad2b,inside temple,Inside Temple
train_ep_000384,loc__fishmonger_s_stall__b989772f,fishmonger's stall,Port
train_ep_000385,loc__abandoned_mine__75691f18,abandoned mine,Mountain
train_ep_000386,loc__beach__7193529a,beach,Shore
train_ep_000387,loc__bamboo_hut__fe75e1af,bamboo hut,Jungle
train_ep_000388,loc__dungeon__e0dc3209,dungeon,Inside Palace
