crno,corpNm,corpEnsnNm,enpPbanCmpyNm,enpRprFnm,corpRegMrktDcd,corpRegMrktDcdNm,corpDcd,corpDcdNm,bzno,enpOzpno,enpBsadr,enpDtadr,enpHmpgUrl,enpTlno,enpFxno,sicNm,enpEstbDt,enpStacMm,enpXchgLstgDt,enpXchgLstgAbolDt,enpKosdaqLstgDt,enpKosdaqLstgAbolDt,enpKrxLstgDt,enpKrxLstgAbolDt,smenpYn,enpMntrBnkNm,enpEmpeCnt,empeAvgCnwkTermCtt,enpPn1AvgSlryAmt,actnAudpnNm,audtRptOpnnCtt,enpMainBizNm,fssCorpUnqNo,fssCorpChgDtm,fstOpegDt,lastOpegDt
1101110229628,(주)선진엔지니어링종합건축사사무소,SUNJIN Engineering & Architecture,선진엔지니어링종합건축사사무소,"정종화, 유태원",E,기타,,,1178108600,14057,"경기도 안양시 동안구 벌말로 126 (관양동, 평촌오비즈타워) 25층~27층, 32층",,www.sunjin.co.kr,02-6333-3000,02-6332-3000,,19780415,12,,,,,,,,,0,,0,,,,00189556,2021/02/26,20200509,20210413
1101110229636,(주)대인정보통신,DAEIN COMMUNICATION.CO.LTD,대인정보통신,유재호,E,기타,,,1088114068,06969,서울특별시 동작구 양녕로 284 (상도1동),,www.대인.kr/,02-813-2220,02-826-2220,,19800101,12,,,,,,,,,0,,0,,,,01506699,2020/10/20,20201028,20260914
1101110229636,(주)대인정보통신,DAEIN COMMUNICATION.CO.LTD,대인정보통신,유재호,E,기타,,,1088114068,06969,서울특별시 동작구 양녕로 284 (상도1동),서울특별시 동작구 양녕로 284 (상도1동),www.대인.kr/,02-813-2220,02-826-2220,,19800101,12,,,,,,,,,0,,0,,,,01506699,2020/10/20,20260101,20260101
1101110229636,(주)대인정보통신,,,유재호,,,,,1088114068,06969,서울 동작구 상도1동,638-1호,,82-02-813-2220,02-826-2220,,19800101,,,,,,,,,,65,,0,,,,,,20200517,20200517
1101110229751,주식회사도도관광호텔,smhotel,도도관광호텔,김창호,E,기타,,,2148610509,150901,서울특별시 영등포구 영등포동2가 94-154,,,02-2672-3535,02-20693232,,20060414,12,,,,,,,,,0,,0,,,,00624873,2017/06/30,20200509,20260914
1101110229751,주식회사도도관광호텔,smhotel,도도관광호텔,김창호,E,기타,,,2148610509,150901,서울특별시 영등포구 영등포동2가 94-154,서울특별시 영등포구 영등포동2가 94-154,,02-2672-3535,02-20693232,,20060414,12,,,,,,,,,0,,0,,,,00624873,2017/06/30,20260101,20260101
1101110229800,(주)정훈산업,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20200509,20260914
1101110229876,무한기업,,,이병권,,,31,주식회사,2018148208,04631,서울특별시 중구 퇴계로20나길 10,", 302호(남산동2가)",,02  62876101,02  62876105,,19780419,,,,,,,,Y,,36,,0,,,,,,20251031,20260914
1101110229876,무한기업,,,이병권,,,31,주식회사,2018148208,04631,서울특별시 중구 퇴계로20나길 10,", 302호(남산동2가)",,02  62876101,02  62876105,,19780419,,,,,,,,Y,,39,,0,,,,,,20250228,20251030
1101110229876,무한기업,,,이병권,,,31,주식회사,2018148208,04631,서울특별시 중구 퇴계로20나길 10,", 302호(남산동2가)",,02  22646162,02  22646165,,19780419,,,,,,,,Y,,39,,0,,,,,,20230331,20250227
1101110229876,무한기업,,,이병권,,,31,주식회사,2018148208,04549,서울 중구 을지로20길,"12, 501호 (인현동1가,대성빌딩)",,02  22646162,02 22646165,,19780419,,,,,,,,Y,,22,,0,,,,,,20200517,20220331
1101110229909,삼원산기(주),,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20200509,20260914
1101110230021,천안요업(주),,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20200509,20260914
1101110230138,주식회사샌드빅서전,Sandvik Suhjun Ltd,샌드빅서전,신삼재,E,기타,,,2208127349,06211,"서울특별시 강남구 테헤란로 310 (역삼동, 두꺼비빌딩) 505호",,www.smc.sandvik.com\kr,02-2051-0725,02-555-7357,,19780425,12,,,,,,,,,0,,0,,,,00532785,2023/02/22,20200509,20260914
1101110230138,주식회사샌드빅서전,Sandvik Suhjun Ltd,샌드빅서전,신삼재,E,기타,,,2208127349,06211,"서울특별시 강남구 테헤란로 310 (역삼동, 두꺼비빌딩) 505호","서울특별시 강남구 테헤란로 310 (역삼동, 두꺼비빌딩) 505호",www.smc.sandvik.com\kr,02-2051-0725,02-555-7357,,19780425,12,,,,,,,,,0,,0,,,,00532785,2023/02/22,20260101,20260101
1101110230170,(주)보택스,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20250319,20260914
1101110230170,(주)보택스,,,,,,,,,,,,,*,,,,,,,,,,,,,0,,0,,,,,,20200509,20250318
1101110230203,창아산업(주),,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20200509,20260914
1101110230229,협우물산,,,조성숙,,,31,주식회사,1208114433,18417,경기도 화성시 병점중앙로 19,나동 (능동),,0331284 9797,031 285 6868,,19780426,,,,,,,,Y,,1,,0,,,,,,20220729,20230130
1101110230229,협우물산,,,조성숙,,,31,주식회사,1208114433,18379,경기 화성시 영통로 68-6,(반월동),,0331284 9797,031 285 6868,,19780426,,,,,,,,Y,,6,,0,,,,,,20220630,20220630
1101110230229,협우물산,,,성대석,,,31,주식회사,1208114433,18379,경기 화성시 영통로 68-6,(반월동),,0331284 9797,031 285 6868,,19780426,,,,,,,,Y,,6,,0,,,,,,20200517,20220531
1101110230253,주식회사 상전기업,JA WON CONSTRUCTION CO.LTD,,이춘수,,,,,1188104892,06588,서울특별시 서초구 서초대로27길 10-3,"3층 (방배동,혁진빌딩)",,82-02-3482-3300,031-791-8198,,19950103,,,,,,,,,,11,,0,,,,,,20200517,20200517
1101110230302,상운물산(주),SANGWOON MULSAN CO LTD,,최준철,,,,,2208119325,04521,서울특별시 중구 다동길 5,903호,,82-02-6272-8878,031-712-7633,,19900701,,,,,,,,,,3,,0,,,,,,20200517,20200517
1101110230360,희성석유주식회사,"Heesung Oil co,.ltd",희성석유,김진국,E,기타,,,1298119997,463010,경기도 성남시 분당구 정자동 177번지,,,031-716-5664,031-716-4728,,19780428,12,,,,,,,,,0,,0,,,,00559393,2017/06/30,20200509,20260914
1101110230360,희성석유주식회사,"Heesung Oil co,.ltd",희성석유,김진국,E,기타,,,1298119997,463010,경기도 성남시 분당구 정자동 177번지,경기도 성남시 분당구 정자동 177번지,,031-716-5664,031-716-4728,,19780428,12,,,,,,,,,0,,0,,,,00559393,2017/06/30,20260101,20260101
1101110230386,금화철강(주),KUMHWA STEEL CO.LTD,금화철강,안종민,E,기타,,,1078111995,150091,서울특별시 영등포구 문래동1가 39 센터플러스 716,,,02-2633-7977,02-2633-7927,,19780428,12,,,,,,,,,0,,0,,,,00690928,2017/06/30,20200509,20260914
1101110230386,금화철강(주),KUMHWA STEEL CO.LTD,금화철강,안종민,E,기타,,,1078111995,150091,서울특별시 영등포구 문래동1가 39 센터플러스 716,서울특별시 영등포구 문래동1가 39 센터플러스 716,,02-2633-7977,02-2633-7927,,19780428,12,,,,,,,,,0,,0,,,,00690928,2017/06/30,20260101,20260101
1101110230469,주식회사 제파텍,"Zefatek Co., Ltd.",제파텍,임  두  병,E,기타,,,1198107077,153802,서울특별시 금천구 가산동 326-4,,zefa.co.kr,862-9300,857-4365,,19780502,12,,,,,,,,,0,,0,,,,00304173,2023/02/23,20200509,20260914
1101110230469,주식회사 제파텍,"Zefatek Co., Ltd.",제파텍,임  두  병,E,기타,,,1198107077,153802,서울특별시 금천구 가산동 326-4,서울특별시 금천구 가산동 326-4,zefa.co.kr,862-9300,857-4365,,19780502,12,,,,,,,,,0,,0,,,,00304173,2023/02/23,20260101,20260101
1101110230469,(주)제파텍,"ZEFATEK CO.,LTD",,임두병,,,,,1198107077,08594,서울특별시 금천구 가산디지털1로 25,603호,,82-02-862-9300,02-857-4365,비메모리용 및 기타 전자집적회로 제조업,19780429,,,,,,,,,,45,,0,,,,,,20251008,20251014
1101110230609,(주)동남유화,"DONGNAM PETROCHEMICAL.MFG.CO.,LTD.",동남유화,최  남  호,E,기타,,,1208127883,135283,서울특별시 강남구 대치3동 1001-10,,www.dongnamyuhwa.co.kr,569-3005,569-3010,,19780502,12,,,,,,,,,0,,0,,,,00114978,2023/02/22,20200509,20260914
1101110230609,(주)동남유화,"DONGNAM PETROCHEMICAL.MFG.CO.,LTD.",동남유화,최  남  호,E,기타,,,1208127883,135283,서울특별시 강남구 대치3동 1001-10,서울특별시 강남구 대치3동 1001-10,www.dongnamyuhwa.co.kr,569-3005,569-3010,,19780502,12,,,,,,,,,0,,0,,,,00114978,2023/02/22,20260101,20260101
1101110230609,(주)동남유화,"DONGNAM PETROCHEMICAL.MFG. CO.,LTD.",,최두준,,,,,1208127883,06174,서울 강남구 영동대로86길 12,"(대치동, 동남유화빌딩)",,0522700600,,아스팔트 콘크리트 및 혼합제품 제조업,19790309,12,,,,,,,,,0,,0,,,"석유정제(아스팔트,솔벤트,왁스,바세린)",,,20251008,20251014
1101110230716,(주)한교통상,"KOST CO., LTD",한교통상,김재윤,E,기타,,,1148160422,06051,"서울특별시 강남구 언주로135길 32-14 (논현동, KOST사옥) 2층",,,02-548-3114,,,19780601,12,,,,,,,,,0,,0,,,,01735990,2023/04/27,20230418,20260914
1101110230716,(주)한교통상,"KOST CO., LTD",한교통상,김재윤,E,기타,,,1148160422,06051,"서울특별시 강남구 언주로135길 32-14 (논현동, KOST사옥) 2층","서울특별시 강남구 언주로135길 32-14 (논현동, KOST사옥) 2층",,02-548-3114,,,19780601,12,,,,,,,,,0,,0,,,,01735990,2023/04/27,20260101,20260101
1101110230716,(주)한교통상,hankyo,,김재윤,,,,,1148160422,06530,서울특별시 서초구 잠원동,28-1 8층,,82-02-548-3113,,,,,,,,,,,,,0,,0,,,,,,20200517,20200517
1101110230782,(주)유신통운,"YOUSHIN CO.,LTD",,오숙자,,,,,1178103473,158070,서울 양천구 신정동,812번지  서부화물터미날B동218호,,82-02-2689-9678,02-2689-9679,,,,,,,,,,,,0,,0,,,,,,20200517,20200517
1101110230876,태영산업설비,,,곽태근,,,31,주식회사,1058105371,10040,경기도 김포시 대곶면 학의동로 42,대명리 76-2,,031 987 6496,031 987 6497,,19780323,,,,,,,,Y,,4,,0,,,,,,20250530,20260914
1101110230876,태영산업설비,,,곽태근,,,31,주식회사,1058105371,10040,경기도 김포시 대곶면 학의동로 42,대명리 76-2,,031 987 6496,031 987 6497,,19780323,,,,,,,,Y,,3,,0,,,,,,20210331,20250529
1101110230876,태영산업설비(주),T,,곽태근,,,,,1058105371,10040,경기 김포시 대곶면,대명리  76-1번지,,82-02-323-8388,02-332-6987,,19950103,,,,,,,,,,30,,0,,,,,,20200517,20200517
1101110231003,평암홀딩스(주),"pyam holdings Co., Ltd",평암홀딩스,김정훈,E,기타,,,1118107452,03504,서울특별시 은평구 수색로 235 (수색동),,,02376551,023037702,,19780510,12,,,,,,,,,0,,0,,,,02020877,2026/05/08,20260429,20260914
1101110231003,명한운수(주),MYUNG HAN,,김강락,,,,,1118107452,03504,서울 은평구 수색동,72-13,,82-02-302-3651,,,19780510,,,,,,,,,,4,,0,,,,,,20200517,20200517
1101110231144,신아농산 주식회사,SIN A NONG SAN.CO,신아농산,김광식,E,기타,,,1068136557,140021,서울특별시 용산구 용산동 69-167,,,02-789-5592,,,19890302,12,,,,,,,,,0,,0,,,,00136475,2017/06/30,20230704,20260914
1101110231144,신아농산 주식회사,SIN A NONG SAN.CO,신아농산,김광식,E,기타,,,1068136557,140021,서울특별시 용산구 용산동 69-167,서울특별시 용산구 용산동 69-167,,02-789-5592,,,19890302,12,,,,,,,,,0,,0,,,,00136475,2017/06/30,20260101,20260101
1101110231144,신아농산 주식회사,SIN A NONG SAN.CO,신아농산,김광식,E,기타,,,,140021,서울특별시 용산구 용산동 69-167,,,02-789-5592,,,19890302,12,,,,,,,,,0,,0,,,,00136475,2017/06/30,20200509,20230703
1101110231152,대한중전기판매(주),TAI HAN ELECTRIC CABLE SALES CO.LTD.,대한중전기판매,김경회,E,기타,,,2208108468,135936,서울특별시 강남구 역삼1동 831-37 건암빌딩 502호,,,02)557-2763,02)562-8754,,19780512,12,,,,,,,,,0,,0,,,,00982272,2017/06/30,20200509,20260914
1101110231152,대한중전기판매(주),TAI HAN ELECTRIC CABLE SALES CO.LTD.,대한중전기판매,김경회,E,기타,,,2208108468,135936,서울특별시 강남구 역삼1동 831-37 건암빌딩 502호,서울특별시 강남구 역삼1동 831-37 건암빌딩 502호,,02)557-2763,02)562-8754,,19780512,12,,,,,,,,,0,,0,,,,00982272,2017/06/30,20260101,20260101
1101110231269,(주)보배,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20200509,20260914
1101110231300,세왕상사(주),SEWANG,세왕상사,정길주,E,기타,,,2198119529,134060,서울특별시 강동구 둔촌동 99번지,,sewang.co.kr,02-2203-5311,02-2203-5592,,19780513,12,,,,,,,,,0,,0,,,,00916817,2022/10/18,20200509,20260914
1101110231300,세왕상사(주),SEWANG,세왕상사,정길주,E,기타,,,2198119529,134060,서울특별시 강동구 둔촌동 99번지,서울특별시 강동구 둔촌동 99번지,sewang.co.kr,02-2203-5311,02-2203-5592,,19780513,12,,,,,,,,,0,,0,,,,00916817,2022/10/18,20260101,20260101
1101110231300,세왕상사(주),SE WANG,,정민성,,,,,2198119529,05369,서울특별시 강동구 진황도로61길 60,가동,,82-02-2203-5311,02-2203-5592,주류 도매업,19950103,,,,,,,,,,10,,0,,,,,,20251008,20251014
1101110231334,주식회사 성음,SUNG EUM LIMITED,성음,이승배,E,기타,,,2188101012,133123,서울특별시 성동구 성수2가 300-14,,sungeum.com,469-1677/9,461-1413,,19780513,12,,,,,,,,,0,,0,,,,00133113,2017/06/30,20200509,20260914
1101110231334,주식회사 성음,SUNG EUM LIMITED,성음,이승배,E,기타,,,2188101012,133123,서울특별시 성동구 성수2가 300-14,서울특별시 성동구 성수2가 300-14,sungeum.com,469-1677/9,461-1413,,19780513,12,,,,,,,,,0,,0,,,,00133113,2017/06/30,20260101,20260101
1101110231441,한주건설(주),,한주건설,이철우,E,기타,,,1028101885,110150,서울특별시 종로구 중학동 14,,,02  -734 -5322,02-734-5407,,,,,,,,,,,,0,,0,,,,00163390,2017/06/30,20200509,20260914
1101110231441,한주건설(주),,한주건설,이철우,E,기타,,,1028101885,110150,서울특별시 종로구 중학동 14,서울특별시 종로구 중학동 14,,02  -734 -5322,02-734-5407,,,,,,,,,,,,0,,0,,,,00163390,2017/06/30,20260101,20260101
1101110231441,한주건설(,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20251008,20251014
1101110231491,(주) 달 마,DALMA,달마,"정희병,윤춘수",E,기타,,,2148110881,137070,서울특별시 서초구 서초동 1631-1,,,025235757,025231966,,19780516,12,,,,,,,,,0,,0,,,,00569275,2017/06/30,20200509,20260914
1101110231491,(주) 달 마,DALMA,달마,"정희병,윤춘수",E,기타,,,2148110881,137070,서울특별시 서초구 서초동 1631-1,서울특별시 서초구 서초동 1631-1,,025235757,025231966,,19780516,12,,,,,,,,,0,,0,,,,00569275,2017/06/30,20260101,20260101
1101110231558,럭키건업(주),,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20200509,20260914
1101110231566,전방산업,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20250319,20260914
1101110231566,전방산업,,,,,,,,,,,,,000206523423,,,,,,,,,,,,,0,,0,,,,,,20200509,20250318
1101110231607,(주)아키빌,,,,,,,,,,서울특별시 구로구 경인로53길 15 중앙유통단지 업무A동 607호 구로동,중앙유통단지 업무A동 607호 구로동,,,,,,,,,,,,,,,0,,0,,,,,,20250319,20260914
1101110231607,(주)아키빌,,,,,,,,,,서울특별시 구로구,경인로53길 15 (중앙유통단지 업무A동 607호 구로동),,0226188481,,,,,,,,,,,,,0,,0,,,,,,20210216,20250318
1101110231607,(주)아키빌,,,,,,,,,,,,,0226188481,,,,,,,,,,,,,0,,0,,,,,,20210209,20210214
1101110231623,대영이앤디주식회사,"DAEYOUNG Engineering & Development Co.,Ltd",대영이앤디,박준철,E,기타,,,1018130975,05854,"서울특별시 송파구 법원로 114 (문정동, 엠스테이트) B동 905호",,www.dyland.co.kr,025538900,025523133,,19780603,12,,,,,,,,,0,,0,,,,00177603,2025/04/10,20250410,20260914
1101110231623,대영이앤디주식회사,"DAEYOUNG Engineering & Development Co.,Ltd",대영이앤디,박준철,E,기타,,,1018130975,05854,"서울특별시 송파구 법원로 114 (문정동, 엠스테이트) B동 905호","서울특별시 송파구 법원로 114 (문정동, 엠스테이트) B동 905호",www.dyland.co.kr,025538900,025523133,,19780603,12,,,,,,,,,0,,0,,,,00177603,2025/04/10,20260101,20260101
1101110231623,대영이앤디,,,박준철,,,31,주식회사,1018130975,05854,서울 송파구 법원로 114,", 비동 905호, 906호(문정동, 엠스테이트)",www.dyland.co.kr,02  553 8900,02  552 3133,,19780519,,,,,,,,Y,,12,,0,,,,,,20251008,20251014
1101110231623,대영설비주식회사,"DAEYOUNG ENGINEERING CO., LTD.",대영설비,박 희 갑,E,기타,,,1018130975,110707,서울특별시 종로구 낙원동 284-6,,없슴,02) 741-0701,02) 744-0700,,19780603,12,,,,,,,,,0,,0,,,,00177603,2017/06/30,20230704,20250409
1101110231623,대영설비주식회사,"DAEYOUNG ENGINEERING CO., LTD.",대영설비,박 희 갑,E,기타,,,,110707,서울특별시 종로구 낙원동 284-6,,없슴,02) 741-0701,02) 744-0700,,19780603,12,,,,,,,,,0,,0,,,,00177603,2017/06/30,20200509,20230703
1101110231631,(주)진애드,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20200509,20260914
1101110231681,홍성건업(주),,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20200509,20260914
1101110231764,대륜상운,,,정찬준,,,31,주식회사,1028137888,04195,서울 마포구 만리재로,"14, 1610호 (공덕동,르네상스타워빌딩)",,02  711 6617,02  714 6616,,19780520,,,,,,,,Y,,17,,0,,,,,,20220128,20260914
1101110231764,대륜상운,,,정찬준,,,31,주식회사,1028137888,04195,서울 마포구 만리재로,14 (공덕동),,02  711 6617,02  714 6616,,19780520,,,,,,,,Y,,17,,0,,,,,,20200517,20211231
1101110231764,대륜상운(주),DAE RYUN SANG OON,,정찬준,,,,,1028137888,04195,서울 마포구 공덕동,456르네상스타워1610호,,82-02-711-6617,02-714-6616,,19780520,,,,,,,,,,22,,0,,,,,,20200517,20200517
1101110231772,세영지엔씨,,,권정,,,31,주식회사,2148111333,06123,서울 강남구 봉은사로2길,"24,4층(역삼동,준경빌딩)",,02  539 0501,02  568 0504,,19780520,,,,,,,,Y,,12,,0,,,,,,20220930,20260914
1101110231772,세영지엔씨,,,권정,,,31,주식회사,2148111333,06123,서울 강남구 봉은사로2길,,,02  539 0501,02  568 0504,,19780520,,,,,,,,Y,,12,,0,,,,,,20210930,20220729
1101110231772,세영지엔씨,,,권정,,,31,주식회사,2148111333,06123,서울 강남구 봉은사로2길,"24, 4층 (역삼동,준경빌딩)",,02  539 0501,,,19780520,,,,,,,,Y,,12,,0,,,,,,20200517,20210831
1101110231772,세영지엔씨(주),SYGNC,,권정,,,,,2148111333,06123,서울 강남구 역삼동,809-11준경빌딩4층,,82-02-539-0501,02-568-0504,,19781018,,,,,,,,,,13,,0,,,,,,20200517,20200517
1101110231798,산경물산 주식회사,San Kyung Mul San Co.Ltd,산경물산,양 성 현,E,기타,,,1078117102,150042,서울특별시 영등포구 당산동 2가 47-4,,,679-6826,777-7012,,19780601,05,,,,,,,,,0,,0,,,,00124841,2022/05/30,20200509,20260914
1101110231798,산경물산 주식회사,San Kyung Mul San Co.Ltd,산경물산,양 성 현,E,기타,,,1078117102,150042,서울특별시 영등포구 당산동 2가 47-4,서울특별시 영등포구 당산동 2가 47-4,,679-6826,777-7012,,19780601,05,,,,,,,,,0,,0,,,,00124841,2022/05/30,20260101,20260101
1101110231805,성용산업(주),,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20250319,20260914
1101110231805,성용산업(주),,,,,,,,,,,,,*,,,,,,,,,,,,,0,,0,,,,,,20200509,20250318
1101110231813,현대유리개발(주),,,,,,,,,,서울특별시 동대문구 망우로6길 4 휘경동,휘경동,,,,,,,,,,,,,,,0,,0,,,,,,20250319,20260914
1101110231813,현대유리개발(주),,,,,,,,,,서울특별시 동대문구,망우로6길 4 (휘경동),,,,,,,,,,,,,,,0,,0,,,,,,20200509,20250318
1101110231871,남창공영(주),,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20200509,20260914
1101110231920,회현상사주식회사,Hoehyeonsangsa corporation,회현상사,정화동,E,기타,,,2018136148,14057,경기도 안양시 동안구 벌말로 102 (관양동) 878-3,,,02-740-2391,02-740-2259,,19780630,12,,,,,,,,,0,,0,,,,01018592,2017/06/30,20200509,20260914
1101110231920,회현상사주식회사,Hoehyeonsangsa corporation,회현상사,정화동,E,기타,,,2018136148,14057,경기도 안양시 동안구 벌말로 102 (관양동) 878-3,경기도 안양시 동안구 벌말로 102 (관양동) 878-3,,02-740-2391,02-740-2259,,19780630,12,,,,,,,,,0,,0,,,,01018592,2017/06/30,20260101,20260101
1101110231970,삼남개발(주),SAM NAM KAE BAL,삼남개발,김장자,E,기타,,,1118112843,18465,경기도 화성시 풀무골로106번길 244,,,031-376-4005,031-376-6167,,19871104,12,,,,,,,,,0,,0,,,,00125266,2023/02/20,20200509,20260914
1101110231970,삼남개발(주),SAM NAM KAE BAL,삼남개발,김장자,E,기타,,,1118112843,18465,경기도 화성시 풀무골로106번길 244,경기도 화성시 풀무골로106번길 244,,031-376-4005,031-376-6167,,19871104,12,,,,,,,,,0,,0,,,,00125266,2023/02/20,20260101,20260101
1101110232001,대성기계공무(주),,,,,,,,,,"경기도 화성시 동탄순환대로26길 81, 454동802호 (영천동, 동탄 행복마을 푸르지오)","454동802호 (영천동, 동탄 행복마을 푸르지오)",,,,,,,,,,,,,,,0,,0,,,,,,20250821,20260914
1101110232001,대성기계공무(주),,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,20250319,20250820
1101110232001,대성기계공무(주),,,,,,,,,,서울특별시 서초구,,,,,,,,,,,,,,,,0,,0,,,,,,20200509,20250318
1101110232043,네오건설주식회사,"NEO CONSTRUCTION CO,. LTD.",네오건설,이봉찬,E,기타,,,1168132562,150010,서울특별시 영등포구 여의도동 26-5 대오빌딩 12층,,www.neo-cr.co.kr,02-761-1611,02-761-1610,,19780525,12,,,,,,,,,0,,0,,,,00217734,2017/06/30,20200509,20260914
1101110232043,네오건설주식회사,"NEO CONSTRUCTION CO,. LTD.",네오건설,이봉찬,E,기타,,,1168132562,150010,서울특별시 영등포구 여의도동 26-5 대오빌딩 12층,서울특별시 영등포구 여의도동 26-5 대오빌딩 12층,www.neo-cr.co.kr,02-761-1611,02-761-1610,,19780525,12,,,,,,,,,0,,0,,,,00217734,2017/06/30,20260101,20260101
1101110232051,(주)철건,"CHEOL KUN CO.,LTD",,박건석,,,,,1398109287,22306,인천 중구 항동7가,1-44,,82-032-884-2811,032-884-4401,,19780525,,,,,,,,,,2,,0,,,,,,20200517,20200517
1101110232069,동방수력통신(주),,,옥윤식,,,,,1098128774,10446,경기 고양.일산동 백석동,1283-1  명성빌딩3층,,82-031-902-3201,031-902-3202,,19780824,,,,,,,,,,0,,0,,,,,,20200517,20200517
1101110232077,건우기계설비(주),,,김재하,,,,,2138160184,06306,서울 강남구 포이동,259-5 건우빌딩 202호,,82-02-577-4381,02-577-4385,,19780801,,,,,,,,,,0,,0,,,,,,20200517,20200517
